thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
24,0,24,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,118.1419312999351,None,None,119.65443929994944,119.654548099963,121.67109419999178,121.67114479991142,122.68529609998222,122.68534519989043,124.18487219989765,,,,,,,,,1,0,1,0,24,0,24,0,584.0139864999801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1419312999351,584.0002404999686,584.0139864999801,584.0139864999801,584.0139864999801,584.0139864999801,,,,,585.512594299973,None,left,0,13,2,4,52,14,None,119.65443929994944,119.654548099963,585.5128359999508,585.5290961000137,585.5290961000137,587.5508648999967,587.5508648999967,587.5292719999561,121.67109419999178,121.67114479991142,587.5436491,587.5508648999967,587.5508648999967,588.5435049999505,no selection made,122.68529609998222,122.68534519989043,588.5436288999626,588.5595666000154,590.0588893999811,590.0430859000189,124.18487219989765,,,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
25,0,25,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,124.18737069994677,j,None,124.51951059990097,124.52000689995475,125.51703849993646,125.51709320000373,126.53239079995546,126.53243859997019,130.04635309998412,0.30873099993914366,None,,,,,,,1,0,1,0,25,0,25,0,590.0588893999811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.18737069994677,590.0456780999666,590.0588893999811,590.0588893999811,590.0588893999811,590.0588893999811,,,,,590.3776414999738,j,left,1,13,3,4,53,15,None,124.51951059990097,124.52000689995475,590.3783103999449,590.3920992999338,590.3920992999338,591.3996686999453,591.3996686999453,591.3752215999411,125.51703849993646,125.51709320000373,591.392451099935,591.3996686999453,591.3996686999453,592.3906006999314,stimuli/box_coin_transparent.png,126.53239079995546,126.53243859997019,592.3907275999663,592.406489099958,595.9207689999603,595.9045717000263,130.04635309998412,0.30873099993914366,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
26,0,26,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,130.0487255998887,j,None,130.31467699992936,130.3151355999289,130.81329129997175,130.81334489991423,131.82831709994934,131.82836519996636,135.34207049990073,0.2474923999980092,None,,,,,,,1,0,1,0,26,0,26,0,595.9207689999603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0487255998887,595.9070335000288,595.9207689999603,595.9207689999603,595.9207689999603,595.9207689999603,,,,,596.1727779000066,j,left,1,13,4,4,54,16,None,130.31467699992936,130.3151355999289,596.1734305999707,596.1873698999407,596.1873698999407,596.6957251999993,596.6957251999993,596.6714683999307,130.81329129997175,130.81334489991423,596.6890206999378,596.6957251999993,596.6957251999993,597.6865280999336,stimuli/box_coin_transparent.png,131.82831709994934,131.82836519996636,597.6866536999587,597.7023813999258,601.2169790000189,601.2002843000228,135.34207049990073,0.2474923999980092,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
27,0,27,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,135.34444529993925,j,None,135.72746059997007,135.7279158999445,137.24138789996505,137.24144329992123,138.25671429990325,138.25676109991036,139.2724503999343,0.35462760005611926,None,,,,,,,1,0,1,0,27,0,27,0,601.2169790000189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.34444529993925,601.202753599966,601.2169790000189,601.2169790000189,601.2169790000189,601.2169790000189,,,,,601.5855804999592,j,left,1,13,5,4,55,17,None,135.72746059997007,135.7279158999445,601.5862132000038,601.6001206999645,601.6001206999645,603.1250704999547,603.1250704999547,603.0995623000199,137.24138789996505,137.24144329992123,603.117720899987,603.1250704999547,603.1250704999547,604.1149246999994,stimuli/box_coin_transparent.png,138.25671429990325,138.25676109991036,604.1150528999278,604.1307480999967,605.1470099999569,605.1306651999475,139.2724503999343,0.35462760005611926,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
28,0,28,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,139.27482369996142,None,None,140.78763369994704,140.78774309996516,141.78752219991293,141.78757389995735,142.80278149992228,142.80282039998565,146.31655019999016,,,,,,,,,1,0,1,0,28,0,28,0,605.1470099999569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.27482369996142,605.1331331999972,605.1470099999569,605.1470099999569,605.1470099999569,605.1470099999569,,,,,606.6457858999493,None,left,1,13,5,4,55,17,None,140.78763369994704,140.78774309996516,606.6460306999506,606.6622162000276,606.6622162000276,607.6674706999911,607.6674706999911,607.6457048000302,141.78752219991293,141.78757389995735,607.6599089000374,607.6674706999911,607.6674706999911,608.6610029999865,no selection made,142.80278149992228,142.80282039998565,608.6610914999619,608.6769675000105,612.1915288999444,612.1747689000331,146.31655019999016,,,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
29,0,29,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,146.31891439994797,j,None,146.63495709991548,146.63541119999718,148.6489002999151,148.64897409989499,149.6638409999432,149.66389539989177,150.66341159993317,0.2972600000211969,None,,,,,,,1,0,1,0,29,0,29,0,612.1915288999444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.31891439994797,612.1772214999655,612.1915288999444,612.1915288999444,612.1915288999444,612.1915288999444,,,,,612.493089399999,j,left,1,13,6,4,56,18,None,146.63495709991548,146.63541119999718,612.4937085999409,612.5076766000129,612.5076766000129,614.5317819999764,614.5317819999764,614.5070781999966,148.6489002999151,148.64897409989499,614.5245187999681,614.5317819999764,614.5317819999764,615.5220195000293,stimuli/box_coin_transparent.png,149.6638409999432,149.66389539989177,615.5221881000325,615.5380907999352,616.5377488000086,616.5216303999769,150.66341159993317,0.2972600000211969,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
30,0,30,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,150.6657925999025,j,None,151.26481449999847,151.26530719990842,152.26278989994898,152.26284619991202,153.27761009999085,153.27765839989297,154.27742899989244,0.5739098000340164,None,,,,,,,1,0,1,0,30,0,30,0,616.5377488000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.6657925999025,616.5241016999353,616.5377488000086,616.5377488000086,616.5377488000086,616.5377488000086,,,,,617.1229460999602,j,left,1,13,7,4,57,19,None,151.26481449999847,151.26530719990842,617.1236053999746,617.1375038999831,617.1375038999831,618.145018799929,618.145018799929,618.1209682000335,152.26278989994898,152.26284619991202,618.1380931999302,618.145018799929,618.145018799929,619.1358196999645,stimuli/box_coin_transparent.png,153.27761009999085,153.27765839989297,619.1359467000002,619.1520228999434,620.1515828999691,620.1356443000259,154.27742899989244,0.5739098000340164,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
31,0,31,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,154.27995229989756,j,['j'],155.77792099991348,155.77838189993054,158.7913066999754,158.79135909990873,159.8057676999597,159.80581609997898,162.3207002999261,1.4665950000053272,None,[0.4992698000278324],[0.1462984000099823],,,,,1,0,1,0,31,0,31,0,620.1515828999691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.27995229989756,620.1382629999425,620.1515828999691,620.1515828999691,620.1515828999691,620.1515828999691,,,,,621.6360001999419,j,left,0,13,7,4,58,19,['j'],155.77792099991348,155.77838189993054,621.6366767999716,621.6506187999621,621.6506187999621,624.6709863999858,624.6709863999858,624.6494807000272,158.7913066999754,158.79135909990873,624.6636515000137,624.6709863999858,624.6709863999858,625.6639742000261,stimuli/box_empty_transparent.png,159.8057676999597,159.80581609997898,625.6641002999386,625.6804321999662,628.1951294000028,628.1789122000337,162.3207002999261,1.4665950000053272,None,,,,,,,,[0.4992698000278324],[0.1462984000099823],,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
32,0,32,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,162.3230753999669,k,None,162.62294459994882,162.62337709998246,163.62003959994763,163.62009289988782,164.63561879994813,164.63566709996667,165.63492149999365,0.2741620000451803,None,,,,,,,1,0,1,0,32,0,32,0,628.1951294000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3230753999669,628.1813844999997,628.1951294000028,628.1951294000028,628.1951294000028,628.1951294000028,,,,,628.4810682999669,k,left,0,13,7,4,58,19,None,162.62294459994882,162.62337709998246,628.4816723000258,628.495066100033,628.495066100033,629.499289899948,629.499289899948,629.4782250999706,163.62003959994763,163.62009289988782,629.49210579996,629.499289899948,629.499289899948,630.4938276000321,stimuli/box_empty_transparent.png,164.63561879994813,164.63566709996667,630.4939545999514,630.5097131000366,631.5093420000048,631.4931366000092,165.63492149999365,0.2741620000451803,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
33,0,33,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,165.63741899991874,j,None,166.46938479994424,166.4697051999392,168.48288509994745,168.48293989989907,169.49848479998764,169.4985339998966,171.01408829994034,0.8158028000034392,None,,,,,,,1,0,1,0,33,0,33,0,631.5093420000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.63741899991874,631.4957304999698,631.5093420000048,631.5093420000048,631.5093420000048,631.5093420000048,,,,,632.3275578999892,j,left,1,13,8,4,59,20,None,166.46938479994424,166.4697051999392,632.3279867999954,632.3420574000338,632.3420574000338,634.3656922000227,634.3656922000227,634.3410641000373,168.48288509994745,168.48293989989907,634.3583485999843,634.3656922000227,634.3656922000227,635.3566950999666,stimuli/box_coin_transparent.png,169.49848479998764,169.4985339998966,635.3568244000198,635.3727871000301,636.8884486999596,636.8723035999574,171.01408829994034,0.8158028000034392,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
34,0,34,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,171.01648839993868,j,None,171.36494309990667,171.36538919992745,174.37817359995097,174.37822600000072,175.39328729989938,175.39333569991868,177.90859259990975,0.32855560001917183,None,,,,,,,1,0,1,0,34,0,34,0,636.8884486999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.01648839993868,636.8747984999791,636.8884486999596,636.8884486999596,636.8884486999596,636.8884486999596,,,,,637.223074199981,j,left,0,13,8,4,60,20,None,171.36494309990667,171.36538919992745,637.22368559998,637.2379863000242,637.2379863000242,640.257020900026,640.257020900026,640.2363554999465,174.37817359995097,174.37822600000072,640.2501916999463,640.257020900026,640.257020900026,641.2514971999917,stimuli/box_empty_transparent.png,175.39328729989938,175.39333569991868,641.2516240000259,641.2675262999255,643.7828043999616,643.7668055000249,177.90859259990975,0.32855560001917183,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
35,0,35,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,177.91123619989958,k,None,178.243340899935,178.24374309997074,179.75724489998538,179.75729959993623,180.7723458999535,180.77239449997433,181.7720014998922,0.30881820002105087,None,,,,,,,1,0,1,0,35,0,35,0,643.7828043999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.91123619989958,643.7695550000062,643.7828043999616,643.7828043999616,643.7828043999616,643.7828043999616,,,,,644.101473000017,k,left,0,13,8,4,60,20,None,178.243340899935,178.24374309997074,644.1020361999981,644.1160898000235,644.1160898000235,645.63640139997,645.63640139997,645.6153965999838,179.75724489998538,179.75729959993623,645.6293020999292,645.63640139997,645.63640139997,646.6305546000367,stimuli/box_empty_transparent.png,180.7723458999535,180.77239449997433,646.6306824999629,646.6466846999247,647.6465781999286,647.6302146000089,181.7720014998922,0.30881820002105087,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
36,0,36,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,181.77437939995434,j,None,182.1740743999835,182.17453819990624,183.68786749988794,183.68792319996282,184.702520599938,184.7025671999436,188.21665959991515,0.37739999999757856,None,,,,,,,1,0,1,0,36,0,36,0,647.6465781999286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.77437939995434,647.6326885999879,647.6465781999286,647.6465781999286,647.6465781999286,647.6465781999286,,,,,648.0322053999407,j,left,1,13,9,4,61,21,None,182.1740743999835,182.17453819990624,648.0328352999641,648.0461840999778,648.0461840999778,649.5715127999429,649.5715127999429,649.5460427999496,183.68786749988794,183.68792319996282,649.5635799999582,649.5715127999429,649.5715127999429,650.5607314000372,stimuli/box_coin_transparent.png,184.702520599938,184.7025671999436,650.5608554999344,650.5770851999987,654.0912140000146,654.0748743999284,188.21665959991515,0.37739999999757856,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
37,0,37,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,188.21831679996103,j,None,188.58377749996725,188.58406419993844,190.5990274999058,190.59908179997,191.61386539996602,191.6139135999838,192.6130822999403,0.34871509997174144,None,,,,,,,1,0,1,0,37,0,37,0,654.0912140000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.21831679996103,654.0766043999465,654.0912140000146,654.0912140000146,654.0912140000146,654.0912140000146,,,,,654.4419554999331,j,left,1,13,10,4,62,22,None,188.58377749996725,188.58406419993844,654.4423406999558,654.4572677999968,654.4572677999968,656.4817326000193,656.4817326000193,656.4572047999827,190.5990274999058,190.59908179997,656.4744848000119,656.4817326000193,656.4817326000193,657.4720753999427,stimuli/box_coin_transparent.png,191.61386539996602,191.6139135999838,657.4722022999777,657.487959299935,658.4880818999372,658.4712977999588,192.6130822999403,0.34871509997174144,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
38,0,38,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,192.6154469999019,j,None,193.03085139999166,193.03128909994848,194.0295969999861,194.02964959992096,195.0444757998921,195.04452439991292,196.5599310999969,0.3931952000129968,None,,,,,,,1,0,1,0,38,0,38,0,658.4880818999372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6154469999019,658.473754699924,658.4880818999372,658.4880818999372,658.4880818999372,658.4880818999372,,,,,658.8889865999809,j,left,1,13,11,4,63,23,None,193.03085139999166,193.03128909994848,658.8895826999797,658.9039472999284,658.9039472999284,659.9119094000198,659.9119094000198,659.8877762999618,194.0295969999861,194.02964959992096,659.9049502999987,659.9119094000198,659.9119094000198,660.9026867999928,stimuli/box_coin_transparent.png,195.0444757998921,195.04452439991292,660.902813600027,660.918542200001,662.4344369999599,662.418150399928,196.5599310999969,0.3931952000129968,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
39,0,39,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,196.5623229999328,j,None,196.9442695999751,196.9447090999456,197.94279229990207,197.94284689996857,198.95807359996252,198.95811939996202,199.95715969998855,0.3624493000097573,None,,,,,,,1,0,1,0,39,0,39,0,662.4344369999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5623229999328,662.4206315999618,662.4344369999599,662.4344369999599,662.4344369999599,662.4344369999599,,,,,662.8024057999719,j,left,1,13,12,4,64,24,None,196.9442695999751,196.9447090999456,662.8030029999791,662.8174647999695,662.8174647999695,663.8252803999931,663.8252803999931,663.8009772000369,197.94279229990207,197.94284689996857,663.8181874000002,663.8252803999931,663.8252803999931,664.8162839999422,stimuli/box_coin_transparent.png,198.95807359996252,198.95811939996202,664.8164076999528,664.8321201000363,665.8316769000376,665.8153789000353,199.95715969998855,0.3624493000097573,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
40,0,40,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,199.95951929991134,j,None,200.32581529999152,200.32631019991823,201.83964109991211,201.8396936999634,202.85472109995317,202.854767599958,203.8543781999033,0.3396320000756532,None,,,,,,,1,0,1,0,40,0,40,0,665.8316769000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.95951929991134,665.8178249000339,665.8316769000376,665.8316769000376,665.8316769000376,665.8316769000376,,,,,666.1839470999548,j,left,1,13,13,4,65,25,None,200.32581529999152,200.32631019991823,666.1846139000263,666.19831779995,666.19831779995,667.7223247999791,667.7223247999791,667.6978279999457,201.83964109991211,201.8396936999634,667.7153444000287,667.7223247999791,667.7223247999791,668.7129313999321,stimuli/box_coin_transparent.png,202.85472109995317,202.854767599958,668.7130562999519,668.7292083000066,669.7290710000088,669.7125928000314,203.8543781999033,0.3396320000756532,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
41,0,41,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,203.8569043999305,j,None,204.28928999998607,204.28975849994458,205.2878373999847,205.28789399995003,206.3025081999367,206.30255619995296,209.31680679996498,0.4137703001033515,None,,,,,,,1,0,1,0,41,0,41,0,669.7290710000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8569043999305,669.7152137999656,669.7290710000088,669.7290710000088,669.7290710000088,669.7290710000088,,,,,670.1474195999326,j,right,1,10,0,5,65,25,None,204.28928999998607,204.28975849994458,670.1480543999933,670.1617984999903,670.1617984999903,671.1676189999562,671.1676189999562,671.1460138999391,205.2878373999847,205.28789399995003,671.1600514999591,671.1676189999562,671.1676189999562,672.1607165000169,stimuli/box_empty_transparent.png,206.3025081999367,206.30255619995296,672.1608446999453,672.1768103999784,675.191652599955,675.1750214999774,209.31680679996498,0.4137703001033515,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
42,0,42,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,209.31935799994972,k,None,209.80143379990477,209.80187349999323,211.81539079989307,211.81544649996795,212.8301147999009,212.8301631999202,216.34487809997518,0.45595739991404116,None,,,,,,,1,0,1,0,42,0,42,0,675.191652599955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.31935799994972,675.1776667999802,675.191652599955,675.191652599955,675.191652599955,675.191652599955,,,,,675.659563299967,k,right,1,10,1,5,66,26,None,209.80143379990477,209.80187349999323,675.6601682000328,675.6742133999942,675.6742133999942,677.697791100014,677.697791100014,677.67356809997,211.81539079989307,211.81544649996795,677.6906893999549,677.697791100014,677.697791100014,678.6883254999993,stimuli/box_coin_transparent.png,212.8301147999009,212.8301631999202,678.6884518000297,678.7046354999766,682.2193631000118,682.2030910999747,216.34487809997518,0.45595739991404116,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
43,0,43,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,216.34745289990678,k,None,216.64531969989184,216.64571589999832,217.66028269997332,217.66033529990818,218.67552079993766,218.67556839995086,220.69077329989523,0.27878839999902993,None,,,,,,,1,0,1,0,43,0,43,0,682.2193631000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.34745289990678,682.205769799999,682.2193631000118,682.2193631000118,682.2193631000118,682.2193631000118,,,,,682.5034540999914,k,right,0,10,1,5,67,26,None,216.64531969989184,216.64571589999832,682.5040103000356,682.5189566999907,682.5189566999907,683.5399249999318,683.5399249999318,683.5184598999331,217.66028269997332,217.66033529990818,683.5323548000306,683.5399249999318,683.5399249999318,684.5337300000247,stimuli/box_empty_transparent.png,218.67552079993766,218.67556839995086,684.5338562999386,684.5501414999599,686.5658556999406,686.5489919999382,220.69077329989523,0.27878839999902993,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
44,0,44,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,220.6931717999978,k,None,221.05894539994188,221.05939929990564,223.5727253999794,223.5727791999234,224.5876923999749,224.58777089999057,226.60303030000068,0.3332905999850482,None,,,,,,,1,0,1,0,44,0,44,0,686.5658556999406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6931717999978,686.5514816000359,686.5658556999406,686.5658556999406,686.5658556999406,686.5658556999406,,,,,686.9170754000079,k,right,1,10,2,5,68,27,None,221.05894539994188,221.05939929990564,686.9176987999817,686.9317182999803,686.9317182999803,689.4550610999577,689.4550610999577,689.4309086999856,223.5727253999794,223.5727791999234,689.4482419999549,689.4550610999577,689.4550610999577,690.4459027999546,stimuli/box_coin_transparent.png,224.5876923999749,224.58777089999057,690.4460618000012,690.4621179000242,692.477670299937,692.4612449000124,226.60303030000068,0.3332905999850482,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
45,0,45,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,226.6055315999547,k,None,226.9704978999216,226.9708929999033,227.96867889992427,227.96873269998468,228.98424339992926,228.98429229995236,229.98363259993494,0.34394379996228963,None,,,,,,,1,0,1,0,45,0,45,0,692.477670299937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6055315999547,692.4638425000012,692.477670299937,692.477670299937,692.477670299937,692.477670299937,,,,,692.8286244999617,k,right,0,10,2,5,69,27,None,226.9704978999216,226.9708929999033,692.8291860999307,692.843516599969,692.843516599969,693.8479205999756,693.8479205999756,693.8268646999495,227.96867889992427,227.96873269998468,693.8407145999372,693.8479205999756,693.8479205999756,694.8424530000193,stimuli/box_empty_transparent.png,228.98424339992926,228.98429229995236,694.8425809999462,694.8584021999268,695.8578493000241,695.8418467999436,229.98363259993494,0.34394379996228963,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
