thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031552799977362156,0.03709609998622909,0.03709609998622909,119.2143337999587,j,119.15498840005603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
0,0,0,j,1.0635922999936156,None,k,0.8623920999816619,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,119.24002570001176,,,,,,,,,119.23169320001034,119.24002570001176,119.24002570001176,119.24002570001176,119.24002570001176,120.30815679999068,j,1.0635922999936156,None,120.30864030000521,120.3231497000088,120.3231497000088,122.82133609999437,122.83076919999439,122.83900279999943,122.83900279999943,122.83900279999943,122.83900279999943,123.70549709995976,k,0.8623920999816619,None,123.70597760000965,123.7203118999605,123.7203118999605,126.21854229999008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.21872969996184,126.23533559998032,126.23533559998032,161.44187929999316,j,35.192412800039165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
0,0,0,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,0.0036016000085510314,None,None,1.514263299992308,1.514401699998416,2.530107799975667,2.530141099996399,3.545427999983076,3.5455623000161722,5.560924399993382,,,,,,,,,0,0,0,0,0,0,0,0,184.87176469998667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.44241729995701,161.45664619997842,161.45664619997842,170.86680339998566,space,9.403662700031418,None,170.86688980000326,170.88232279999647,170.88232279999647,184.8563739999663,5,13.969112000020687,None,0.0036016000085510314,184.86013679997995,184.87176469998667,184.87176469998667,184.87176469998667,184.87176469998667,186.3706295999582,None,right,1,8,0,0,0,0,None,1.514263299992308,1.514401699998416,186.37091409997083,186.387144599983,186.387144599983,187.40364569996018,187.40364569996018,187.386534499994,2.530107799975667,2.530141099996399,187.39661649998743,187.40364569996018,187.40364569996018,188.40185669995844,no selection made,3.545427999983076,3.5455623000161722,188.40205959999003,188.41809569997713,190.4336081999936,190.4173588999547,5.560924399993382,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
1,0,1,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,5.5633955000084825,k,None,6.0292620999971405,6.029674799996428,7.543145700008608,7.543201899970882,8.558615499990992,8.558670600003097,10.074433200003114,0.4446590999723412,None,,,,,,,0,0,0,0,1,0,1,0,190.4336081999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5633955000084825,190.41992789995857,190.4336081999936,190.4336081999936,190.4336081999936,190.4336081999936,190.885574099957,k,right,1,8,1,0,1,1,None,6.0292620999971405,6.029674799996428,190.88619260000996,190.9000992999645,190.9000992999645,192.44536119996337,192.44536119996337,192.39954529999522,7.543145700008608,7.543201899970882,192.43283529998735,192.44536119996337,192.44536119996337,193.41504499997245,stimuli/box_coin_transparent.png,8.558615499990992,8.558670600003097,193.4151829999755,193.43100719997892,194.94714879995445,194.93086919997586,10.074433200003114,0.4446590999723412,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
2,0,2,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,10.077039900003001,k,None,10.942436099983752,10.942838200018741,11.939775299979374,11.939831700001378,12.955089600000065,12.955140299978666,15.969363800017163,0.8339199000038207,None,,,,,,,0,0,0,0,2,0,2,0,194.94714879995445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.077039900003001,194.9335742999683,194.94714879995445,194.94714879995445,194.94714879995445,194.94714879995445,195.7987795000081,k,right,1,8,2,0,2,2,None,10.942436099983752,10.942838200018741,195.79935559997102,195.81281039997702,195.81281039997702,196.82031679997453,196.82031679997453,196.79617569997208,11.939775299979374,11.939831700001378,196.81331639998825,196.82031679997453,196.82031679997453,197.81151889998,stimuli/box_coin_transparent.png,12.955089600000065,12.955140299978666,197.8116529000108,197.82760929997312,200.84203060000436,200.82579819997773,15.969363800017163,0.8339199000038207,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
3,0,3,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,15.971832700015511,k,None,16.537914699991234,16.53833070001565,18.55126639996888,18.55132169998251,19.56698539998615,19.567039699992165,20.56606169999577,0.5407774999621324,None,,,,,,,0,0,0,0,3,0,3,0,200.84203060000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.971832700015511,200.8283655999694,200.84203060000436,200.84203060000436,200.84203060000436,200.84203060000436,201.39417579997098,k,right,0,8,2,0,3,2,None,16.537914699991234,16.53833070001565,201.39484859997174,201.4083251999691,201.4083251999691,203.4441044999985,203.4441044999985,203.40766580001218,18.55126639996888,18.55132169998251,203.43728690000717,203.4441044999985,203.4441044999985,204.42341280000983,stimuli/box_empty_transparent.png,19.56698539998615,19.567039699992165,204.42355119995773,204.43893559998833,205.43861829995876,205.42249649995938,20.56606169999577,0.5407774999621324,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
4,0,4,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,20.568655500013847,j,None,20.83415640000021,20.834655400016345,21.832074999983888,21.832132300012745,22.846976700006053,22.84702769998694,25.36179270001594,0.241735499992501,None,,,,,,,0,0,0,0,4,0,4,0,205.43861829995876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.568655500013847,205.42518919997383,205.43861829995876,205.43861829995876,205.43861829995876,205.43861829995876,205.690501199977,j,right,0,8,2,0,3,2,None,20.83415640000021,20.834655400016345,205.6911756999907,205.70501099998364,205.70501099998364,206.7096973999869,206.7096973999869,206.68847220001044,21.832074999983888,21.832132300012745,206.70256939996034,206.7096973999869,206.7096973999869,207.70340609998675,stimuli/box_empty_transparent.png,22.846976700006053,22.84702769998694,207.70353890000843,207.71941019996302,210.2345255999826,210.21822769998107,25.36179270001594,0.241735499992501,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
5,0,5,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,25.364249799982645,k,None,25.61386979999952,25.614270199963357,29.126096399966627,29.126156000012998,30.141442099993583,30.1414937999798,32.15675550000742,0.23198229999979958,None,,,,,,,0,0,0,0,5,0,5,0,210.2345255999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.364249799982645,210.2207817999879,210.2345255999826,210.2345255999826,210.2345255999826,210.2345255999826,210.470213899971,k,right,0,8,2,0,4,2,None,25.61386979999952,25.614270199963357,210.4707871999708,210.4844947999809,210.4844947999809,214.00327589997323,214.00327589997323,213.98249089997262,29.126096399966627,29.126156000012998,213.9966191999847,214.00327589997323,214.00327589997323,214.99787189997733,stimuli/box_empty_transparent.png,30.141442099993583,30.1414937999798,214.9980060000089,215.01384319999488,217.0293493999634,217.01319019997027,32.15675550000742,0.23198229999979958,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
6,0,6,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,32.15932919998886,k,None,32.524794599972665,32.52519879996544,33.52312319999328,33.52318269998068,34.53794619999826,34.53799489996163,35.53731029998744,0.34913839999353513,None,,,,,,,0,0,0,0,6,0,6,0,217.0293493999634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.15932919998886,217.01589619996957,217.0293493999634,217.0293493999634,217.0293493999634,217.0293493999634,217.38113739999244,k,right,1,8,3,0,5,3,None,32.524794599972665,32.52519879996544,217.3817162999767,217.39573709998513,217.39573709998513,218.40446299995529,218.40446299995529,218.37952079996467,33.52312319999328,33.52318269998068,218.39704229997005,218.40446299995529,218.40446299995529,219.39437449997058,stimuli/box_coin_transparent.png,34.53794619999826,34.53799489996163,219.394530199992,219.41032659995835,220.40989809995517,220.39374440000392,35.53731029998744,0.34913839999353513,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
7,0,7,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,35.53982989996439,k,None,35.85569039999973,35.85613099997863,37.868963899964,37.86902009998448,38.88415050000185,38.88420009997208,40.89940439997008,0.2971164000337012,None,,,,,,,0,0,0,0,7,0,7,0,220.40989809995517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.53982989996439,220.3963642999879,220.40989809995517,220.40989809995517,220.40989809995517,220.40989809995517,220.7120339999674,k,right,1,8,4,0,6,4,None,35.85569039999973,35.85613099997863,220.71264909999445,220.7262339000008,220.7262339000008,222.7490356999915,222.7490356999915,222.7253638000111,37.868963899964,37.86902009998448,222.74251849995926,222.7490356999915,222.7490356999915,223.74058039998636,stimuli/box_coin_transparent.png,38.88415050000185,38.88420009997208,223.74072770000203,223.75665840000147,225.77216240001144,225.75584189995425,40.89940439997008,0.2971164000337012,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
8,0,8,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,40.9018619999988,k,None,41.268057200009935,41.26850249996642,44.28099110000767,44.28104769997299,45.29628369997954,45.296333400008734,46.8113999000052,0.3431290999869816,None,,,,,,,0,0,0,0,8,0,8,0,225.77216240001144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9018619999988,225.75839380000252,225.77216240001144,225.77216240001144,225.77216240001144,225.77216240001144,226.12439049995737,k,right,1,8,5,0,7,5,None,41.268057200009935,41.26850249996642,226.12502849998418,226.13870459998725,226.13870459998725,229.16144120000536,229.16144120000536,229.1373890999821,44.28099110000767,44.28104769997299,229.15455709997332,229.16144120000536,229.16144120000536,230.15271389996633,stimuli/box_coin_transparent.png,45.29628369997954,45.296333400008734,230.1528453999781,230.1683519000071,231.6842469999683,231.66783529997338,46.8113999000052,0.3431290999869816,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
9,0,9,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,46.81384859996615,None,None,48.32719499996165,48.32730830000946,49.84285239997553,49.8429054999724,50.858079899975564,50.85813289997168,52.87318960000994,,,,,,,,,0,0,0,0,9,0,9,0,231.6842469999683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.81384859996615,231.67037989996606,231.6842469999683,231.6842469999683,231.6842469999683,231.6842469999683,233.18356019997736,None,right,1,8,5,0,7,5,None,48.32719499996165,48.32730830000946,233.1838200999773,233.19986910000443,233.19986910000443,234.71993809996638,234.71993809996638,234.6992554999888,49.84285239997553,49.8429054999724,234.7135037999833,234.71993809996638,234.71993809996638,235.7145029999665,no selection made,50.858079899975564,50.85813289997168,235.71464079996804,235.73046429996612,237.74586049997015,237.729626299988,52.87318960000994,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
10,0,10,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,52.875667799962685,k,None,53.407573400007095,53.407973199966364,54.922121300012805,54.922180800000206,55.93766489997506,55.93771979998564,56.9370123000117,0.5063818000489846,None,,,,,,,0,0,0,0,10,0,10,0,237.74586049997015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.875667799962685,237.7321973000071,237.74586049997015,237.74586049997015,237.74586049997015,237.74586049997015,238.26391859998694,k,right,1,8,6,0,8,6,None,53.407573400007095,53.407973199966364,238.2644901999738,238.27881489996798,238.27881489996798,239.80274099996313,239.80274099996313,239.77852130000247,54.922121300012805,54.922180800000206,239.79571629996644,239.80274099996313,239.80274099996313,240.7940951999626,stimuli/box_coin_transparent.png,55.93766489997506,55.93771979998564,240.79423120000865,240.80990789999487,241.8096097999951,241.79341749998275,56.9370123000117,0.5063818000489846,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
11,0,11,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,56.93959560000803,k,None,57.47179179999512,57.472233599983156,59.48508399998536,59.48514180001803,60.500488099991344,60.500559200008865,62.0159734999761,0.515415700036101,None,,,,,,,0,0,0,0,11,0,11,0,241.8096097999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.93959560000803,241.79613179998705,241.8096097999951,241.8096097999951,241.8096097999951,241.8096097999951,242.32813519996125,k,right,1,8,7,0,9,7,None,57.47179179999512,57.472233599983156,242.32875349995447,242.34258050000062,242.34258050000062,244.36628719995497,244.36628719995497,244.34148609999102,59.48508399998536,59.48514180001803,244.35877509997226,244.36628719995497,244.36628719995497,245.35691559995757,stimuli/box_coin_transparent.png,60.500488099991344,60.500559200008865,245.3570722999866,245.3727663999889,246.88859559997218,246.8724086000002,62.0159734999761,0.515415700036101,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
12,0,12,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,62.018528899992816,k,None,62.684064299974125,62.68448619998526,63.68225889996393,63.68231870001182,64.69719330000225,64.6972483000136,67.71151079999981,0.637901599984616,None,,,,,,,0,0,0,0,12,0,12,0,246.88859559997218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.018528899992816,246.87506329995813,246.88859559997218,246.88859559997218,246.88859559997218,246.88859559997218,247.54040820000228,k,right,1,8,8,0,10,8,None,62.684064299974125,62.68448619998526,247.54100480000488,247.5549534999882,247.5549534999882,248.56290189997526,248.56290189997526,248.53864839999005,63.68225889996393,63.68231870001182,248.5561027000076,248.56290189997526,248.56290189997526,249.55362149997381,stimuli/box_coin_transparent.png,64.69719330000225,64.6972483000136,249.55376129999058,249.56963869999163,252.58409969997592,252.56794569996418,67.71151079999981,0.637901599984616,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
13,0,13,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,67.71398770000087,k,None,68.37964559998363,68.38005169999087,68.87781919998815,68.8778777999687,69.89278429996921,69.89283520000754,71.90806200000225,0.642065400024876,None,,,,,,,0,0,0,0,13,0,13,0,252.58409969997592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71398770000087,252.5705200000084,252.58409969997592,252.58409969997592,252.58409969997592,252.58409969997592,253.2359852999798,k,left,1,10,0,1,10,8,None,68.37964559998363,68.38005169999087,253.23656970000593,253.25051029998576,253.25051029998576,253.754969600006,253.754969600006,253.73421809996944,68.87781919998815,68.8778777999687,253.74840419995598,253.754969600006,253.754969600006,254.74921410001116,stimuli/box_empty_transparent.png,69.89278429996921,69.89283520000754,254.749347999983,254.76535110000987,256.7807470000116,256.76449759997195,71.90806200000225,0.642065400024876,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
14,0,14,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,71.91053719999036,k,None,72.19308659998933,72.19334769999841,73.70711929997196,73.70717529999092,74.72260749997804,74.7226586000179,75.73874309996609,0.2559787000063807,None,,,,,,,0,0,0,0,14,0,14,0,256.7807470000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.91053719999036,256.76707169995643,256.7807470000116,256.7807470000116,256.7807470000116,256.7807470000116,257.0494747000048,k,left,1,10,0,1,10,8,None,72.19308659998933,72.19334769999841,257.04984429996694,257.0640010999632,257.0640010999632,258.5844475000049,258.5844475000049,258.5635200999677,73.70711929997196,73.70717529999092,258.5776887999964,258.5844475000049,258.5844475000049,259.57903689995874,stimuli/box_empty_transparent.png,74.72260749997804,74.7226586000179,259.57916929997737,259.5950314999791,260.6112119999598,260.5951737999567,75.73874309996609,0.2559787000063807,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
15,0,15,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,75.74141909996979,j,None,76.05619049997767,76.0566317999619,77.05493990000105,77.05500310001662,78.06980739999563,78.06985749996966,80.08552620001137,0.2987853999948129,None,,,,,,,0,0,0,0,15,0,15,0,260.6112119999598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.74141909996979,260.5979524999857,260.6112119999598,260.6112119999598,260.6112119999598,260.6112119999598,260.9125361999613,j,left,1,10,1,1,11,9,None,76.05619049997767,76.0566317999619,260.9131499999785,260.9275369999814,260.9275369999814,261.93634829996154,261.93634829996154,261.91133149998495,77.05493990000105,77.05500310001662,261.9296546999831,261.93634829996154,261.93634829996154,262.9262344999588,stimuli/box_coin_transparent.png,78.06980739999563,78.06985749996966,262.9263706000056,262.9421308999881,264.9581018000026,264.9419606999727,80.08552620001137,0.2987853999948129,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
16,0,16,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,80.0880169000011,j,None,80.3534793999861,80.35395309998421,82.36734060000163,82.36739909998141,83.3823053999804,83.38236059999326,84.38183119997848,0.24236460000975057,None,,,,,,,0,0,0,0,16,0,16,0,264.9581018000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0880169000011,264.94454940001015,264.9581018000026,264.9581018000026,264.9581018000026,264.9581018000026,265.20982250000816,j,left,0,10,1,1,12,9,None,80.3534793999861,80.35395309998421,265.2104732999578,265.224652600009,265.224652600009,267.2453535000095,267.2453535000095,267.2237366999616,82.36734060000163,82.36739909998141,267.2378887999803,267.2453535000095,267.2453535000095,268.238736099971,stimuli/box_empty_transparent.png,83.3823053999804,83.38236059999326,268.2388723999611,268.2548518999829,269.25448509998387,269.23826579999877,84.38183119997848,0.24236460000975057,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
17,0,17,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,84.38441020000027,j,None,84.83324399997946,84.83370179997291,85.83111079997616,85.83116780000273,86.84619529999327,86.84624659997644,87.84569619997637,0.4234998000320047,None,,,,,,,0,0,0,0,17,0,17,0,269.25448509998387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38441020000027,269.24094619997777,269.25448509998387,269.25448509998387,269.25448509998387,269.25448509998387,269.6895863999962,j,left,0,10,1,1,13,9,None,84.83324399997946,84.83370179997291,269.6902209999971,269.70422549999785,269.70422549999785,270.70850820001215,270.70850820001215,270.6875071999966,85.83111079997616,85.83116780000273,270.7016545999795,270.70850820001215,270.70850820001215,271.7026181999827,stimuli/box_empty_transparent.png,86.84619529999327,86.84624659997644,271.70275950001087,271.71844159998,272.7786758999573,272.70212959998753,87.84569619997637,0.4234998000320047,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
18,0,18,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,87.91726179997204,k,None,88.21458789997268,88.21499469998525,91.72664439998334,91.72670240001753,92.74216229998274,92.74221240001498,94.75714970001718,0.27514739998150617,None,,,,,,,0,0,0,0,18,0,18,0,272.7786758999573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91726179997204,272.77378099999623,272.7786758999573,272.7786758999573,272.7786758999573,272.7786758999573,273.0709132999764,k,left,0,10,1,1,13,9,None,88.21458789997268,88.21499469998525,273.071512399998,273.0850434000022,273.0850434000022,276.60390280000865,276.60390280000865,276.5830438999692,91.72664439998334,91.72670240001753,276.59698859998025,276.60390280000865,276.60390280000865,277.59859239996877,stimuli/box_empty_transparent.png,92.74216229998274,92.74221240001498,277.5987288999604,277.61442050000187,279.6296622999944,279.61358459998155,94.75714970001718,0.27514739998150617,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
19,0,19,,,,,,,space,9.403662700031418,None,5,13.969112000020687,None,94.75964070000919,j,None,95.05906150001101,95.0595631999895,96.07314489997225,96.07320310000796,97.0884143000003,97.08846359996824,98.5875565999886,0.26879569998709485,None,,,,,,,0,0,0,0,19,0,19,0,279.6296622999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75964070000919,279.616175299976,279.6296622999944,279.6296622999944,279.6296622999944,279.6296622999944,279.91539449995616,j,left,1,10,2,1,14,10,None,95.05906150001101,95.0595631999895,279.9160848999745,279.9301251999568,279.9301251999568,280.953535299981,280.953535299981,280.9295428000041,96.07314489997225,96.07320310000796,280.94668329996057,280.953535299981,280.953535299981,281.94484459998785,stimuli/box_coin_transparent.png,97.0884143000003,97.08846359996824,281.9449758999981,281.96072259999346,283.4599445000058,283.44399110000813,98.5875565999886,0.26879569998709485,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
