thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018149208975955844,0.0235943750012666,0.0235943750012666,1.7895639169728383,j,1.737156750052236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7901313749607652,1.800502708996646,1.800502708996646,2.452596209011972,j,0.6501688749995083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
0,0,0,space,1.9801714579807594,None,space,9.543473541969433,None,0.003192916978150606,None,None,1.4976577499182895,1.4977892918977886,2.4984247079119086,2.4984591669635847,3.51134424994234,3.511371999979019,5.557026791968383,,,,,,,,,0,0,0,0,0,0,0,0,14.036304833949544,,,,,,,,,,,,,,,,2.4537182500353083,2.462385084014386,2.462385084014386,4.456758624990471,space,1.9801714579807594,None,4.457002874929458,4.464693791931495,4.464693791931495,14.023632458993234,space,9.543473541969433,None,0.003192916978150606,14.026908208965324,14.036304833949544,14.036304833949544,14.036304833949544,14.036304833949544,15.529124959022738,15.529124959022738,15.529124959022738,15.529124959022738,15.521249459008686,None,right,1,10,0,0,0,0,None,1.4976577499182895,1.4977892918977886,15.52151024993509,15.529124959022738,15.529124959022738,16.545404625008814,16.545404625008814,16.522081875009462,2.4984247079119086,2.4984591669635847,16.54027970903553,16.545404625008814,16.545404625008814,17.53500966692809,no selection made,3.51134424994234,3.511371999979019,17.53507991693914,17.59310433396604,19.59553191694431,19.580634541925974,5.557026791968383,,,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
1,0,1,space,1.9801714579807594,None,space,9.543473541969433,None,5.5596554999938235,k,None,5.824148166924715,5.824442332959734,7.32384445797652,7.323950416990556,8.33998145791702,8.340050666942261,9.842311582993716,0.23642608395311981,None,,,,,,,0,0,0,0,1,0,1,0,19.59553191694431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5596554999938235,19.583395416964777,19.59553191694431,19.59553191694431,19.59553191694431,19.59553191694431,,,,,19.847769999993034,k,right,1,10,1,0,1,1,None,5.824148166924715,5.824442332959734,19.848153749946505,19.857233249931596,19.857233249931596,21.37223412503954,21.37223412503954,21.347454917035066,7.32384445797652,7.323950416990556,21.36795904196333,21.37223412503954,21.37223412503954,22.363606541999616,stimuli/box_coin_transparent.png,8.33998145791702,8.340050666942261,22.36378729203716,22.379633208969608,23.872406541951932,23.865984583972022,9.842311582993716,0.23642608395311981,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
2,0,2,space,1.9801714579807594,None,space,9.543473541969433,None,9.844046707963571,k,None,10.2711177499732,10.271385332918726,11.273651666939259,11.273799916962162,12.280413792002946,12.280440874979831,15.281826582970098,0.4173143330262974,None,,,,,,,0,0,0,0,2,0,2,0,23.872406541951932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.844046707963571,23.867767959018238,23.872406541951932,23.872406541951932,23.872406541951932,23.872406541951932,,,,,24.294717874960043,k,right,1,10,2,0,2,2,None,10.2711177499732,10.271385332918726,24.29509762499947,24.30231850000564,24.30231850000564,25.318823499954306,25.318823499954306,25.29725487495307,11.273651666939259,11.273799916962162,25.314425208955072,25.318823499954306,25.318823499954306,26.304084167000838,stimuli/box_coin_transparent.png,12.280413792002946,12.280440874979831,26.30415316694416,26.308403959032148,29.311508083948866,29.305504333926365,15.281826582970098,0.4173143330262974,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
3,0,3,space,1.9801714579807594,None,space,9.543473541969433,None,15.28331949992571,k,None,15.564596749958582,15.564824874978513,17.55664774996694,17.556684707989916,18.563840374932624,18.56389541691169,19.559054582961835,0.2627089589368552,None,,,,,,,0,0,0,0,3,0,3,0,29.311508083948866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28331949992571,29.307038167025894,29.311508083948866,29.311508083948866,29.311508083948866,29.311508083948866,,,,,29.588223041966558,k,right,1,10,3,0,3,3,None,15.564596749958582,15.564824874978513,29.588536708964966,29.595712124952115,29.595712124952115,31.602423875010572,31.602423875010572,31.580302666989155,17.55664774996694,17.556684707989916,31.597558624926023,31.602423875010572,31.602423875010572,32.587493458995596,stimuli/box_coin_transparent.png,18.563840374932624,18.56389541691169,32.587620834005065,32.59328579204157,33.58981749997474,33.58270812500268,19.559054582961835,0.2627089589368552,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
4,0,4,space,1.9801714579807594,None,space,9.543473541969433,None,19.56127058295533,k,None,20.23262441693805,20.23288083297666,21.227970249950886,21.22800258290954,22.236709957942367,22.23676841694396,24.728284249897115,0.6607350000413135,None,,,,,,,0,0,0,0,4,0,4,0,33.58981749997474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56127058295533,33.58500283397734,33.58981749997474,33.58981749997474,33.58981749997474,33.58981749997474,,,,,34.25624787493143,k,right,1,10,4,0,4,4,None,20.23262441693805,20.23288083297666,34.256592334015295,34.2644720840035,34.2644720840035,35.27184025000315,35.27184025000315,35.251629124977626,21.227970249950886,21.22800258290954,35.26748929196037,35.27184025000315,35.27184025000315,36.26035724999383,stimuli/box_coin_transparent.png,22.236709957942367,22.23676841694396,36.26051537494641,36.265593874966726,38.75784554192796,38.751961583970115,24.728284249897115,0.6607350000413135,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
5,0,5,space,1.9801714579807594,None,space,9.543473541969433,None,24.729839999927208,k,None,25.05734824994579,25.057720999931917,28.546007499913685,28.546042832895182,29.555913332966156,29.55596279189922,31.55668399995193,0.3128249170258641,None,,,,,,,0,0,0,0,5,0,5,0,38.75784554192796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.729839999927208,38.75355716701597,38.75784554192796,38.75784554192796,38.75784554192796,38.75784554192796,,,,,39.0809383749729,k,right,1,10,5,0,5,5,None,25.05734824994579,25.057720999931917,39.08142937498633,39.086408041999675,39.086408041999675,42.59050216700416,42.59050216700416,42.56966616702266,28.546007499913685,28.546042832895182,42.58622854202986,42.59050216700416,42.59050216700416,43.57956866698805,stimuli/box_coin_transparent.png,29.555913332966156,29.55596279189922,43.57970470900182,43.58482191700023,45.58790033403784,45.58035549998749,31.55668399995193,0.3128249170258641,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
6,0,6,space,1.9801714579807594,None,space,9.543473541969433,None,31.55935875000432,k,None,31.983777082990855,31.984137124964036,32.98886537493672,32.988900832948275,33.989656124962494,33.98968399991281,34.98681608296465,0.41545374994166195,None,,,,,,,0,0,0,0,6,0,6,0,45.58790033403784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.55935875000432,45.58308000001125,45.58790033403784,45.58790033403784,45.58790033403784,45.58790033403784,,,,,46.00738733401522,k,right,1,10,6,0,6,6,None,31.983777082990855,31.984137124964036,46.00785137503408,46.01594254199881,46.01594254199881,47.03387212497182,47.03387212497182,47.01252237497829,32.98886537493672,32.988900832948275,47.02930537494831,47.03387212497182,47.03387212497182,48.013327624998055,stimuli/box_coin_transparent.png,33.989656124962494,33.98968399991281,48.01339491701219,48.01630183402449,49.016459958977066,49.01049408398103,34.98681608296465,0.41545374994166195,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
7,0,7,space,1.9801714579807594,None,space,9.543473541969433,None,34.98834316700231,k,None,35.688166707986966,35.688406291999854,37.68853562499862,37.68856933293864,38.689824124914594,38.689870374975726,40.689220874919556,0.6882830410031602,None,,,,,,,0,0,0,0,7,0,7,0,49.016459958977066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98834316700231,49.01206183398608,49.016459958977066,49.016459958977066,49.016459958977066,49.016459958977066,,,,,49.711789041990414,k,right,0,10,6,0,7,6,None,35.688166707986966,35.688406291999854,49.712117666960694,49.71955108398106,49.71955108398106,51.73214312503114,51.73214312503114,51.71219495893456,37.68853562499862,37.68856933293864,51.72790112497751,51.73214312503114,51.73214312503114,52.71347679197788,stimuli/box_empty_transparent.png,38.689824124914594,38.689870374975726,52.71359087503515,52.71872083400376,54.71873466693796,54.71289645903744,40.689220874919556,0.6882830410031602,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
8,0,8,space,1.9801714579807594,None,space,9.543473541969433,None,40.69064345792867,j,None,40.99872641696129,40.99936533300206,43.99276283290237,43.992837041965686,44.99644045799505,44.99647358292714,46.485396957956254,0.2911647919099778,None,,,,,,,0,0,0,0,8,0,8,0,54.71873466693796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69064345792867,54.71436345903203,54.71873466693796,54.71873466693796,54.71873466693796,54.71873466693796,,,,,55.02230608393438,j,right,0,10,6,0,7,6,None,40.99872641696129,40.99936533300206,55.02310337498784,55.030934417038225,55.030934417038225,58.03342570899986,58.03342570899986,58.016407374991104,43.99276283290237,43.992837041965686,58.02934791694861,58.03342570899986,58.03342570899986,59.02008683397435,stimuli/box_empty_transparent.png,44.99644045799505,44.99647358292714,59.02020341693424,59.02382962498814,60.51536004198715,60.50906974996906,46.485396957956254,0.2911647919099778,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
9,0,9,space,1.9801714579807594,None,space,9.543473541969433,None,46.487171041895635,j,None,46.98923291696701,46.98951466695871,48.48221458296757,48.48224937496707,49.494971166946925,49.494999499991536,51.48383229190949,0.4945015830453485,None,,,,,,,0,0,0,0,9,0,9,0,60.51536004198715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.487171041895635,60.510896541993134,60.51536004198715,60.51536004198715,60.51536004198715,60.51536004198715,,,,,61.012848834041506,j,right,0,10,6,0,7,6,None,46.98923291696701,46.98951466695871,61.013223459012806,61.01776299998164,61.01776299998164,62.52491629193537,62.52491629193537,62.50587216694839,48.48221458296757,48.48224937496707,62.52018400002271,62.52491629193537,62.52491629193537,63.51863774994854,stimuli/box_empty_transparent.png,49.494971166946925,49.494999499991536,63.518711459008045,63.52200191700831,65.51390670903493,65.50750720896758,51.48383229190949,0.4945015830453485,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
10,0,10,space,1.9801714579807594,None,space,9.543473541969433,None,51.485519749927334,k,None,51.78372995799873,51.78409887489397,53.281329249963164,53.28138366690837,54.28935845789965,54.28941120789386,55.289119874942116,0.2863265839405358,None,,,,,,,0,0,0,0,10,0,10,0,65.51390670903493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.485519749927334,65.50923712493386,65.51390670903493,65.51390670903493,65.51390670903493,65.51390670903493,,,,,65.80732804199215,k,right,0,10,6,0,8,6,None,51.78372995799873,51.78409887489397,65.80781199992634,65.81530250003561,65.81530250003561,67.32662204199005,67.32662204199005,67.30497754202224,53.281329249963164,53.28138366690837,67.32160179200582,67.32662204199005,67.32662204199005,68.31300383398775,stimuli/box_empty_transparent.png,54.28935845789965,54.28941120789386,68.31313587503973,68.31906395894475,69.31901358393952,69.31279350002296,55.289119874942116,0.2863265839405358,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
11,0,11,space,1.9801714579807594,None,space,9.543473541969433,None,55.29068708291743,j,None,55.653653082903475,55.654092124896124,57.65431983291637,57.65436679194681,58.6624383329181,58.66247833298985,60.1500189579092,0.3558396660955623,None,,,,,,,0,0,0,0,11,0,11,0,69.31901358393952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.29068708291743,69.31440662499517,69.31901358393952,69.31901358393952,69.31901358393952,69.31901358393952,,,,,69.67723791697063,j,right,0,10,6,0,8,6,None,55.653653082903475,55.654092124896124,69.677804499981,69.68630445899907,69.68630445899907,71.69601233396679,71.69601233396679,71.67794604203664,57.65431983291637,57.65436679194681,71.69179991702549,71.69601233396679,71.69601233396679,72.68610395898577,stimuli/box_empty_transparent.png,58.6624383329181,58.66247833298985,72.68619766703341,72.68911195895635,74.18017787497956,74.17369633400813,60.1500189579092,0.3558396660955623,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
12,0,12,space,1.9801714579807594,None,space,9.543473541969433,None,60.151544166961685,k,None,60.46302008291241,60.463269707979634,61.46563991694711,61.46567829197738,62.472172042005695,62.472204499994405,65.45975829195231,0.30010916700121015,None,,,,,,,0,0,0,0,12,0,12,0,74.18017787497956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.151544166961685,74.17526162497234,74.18017787497956,74.18017787497956,74.18017787497956,74.18017787497956,,,,,74.48664104193449,k,right,1,10,7,0,9,7,None,60.46302008291241,60.463269707979634,74.48697833402548,74.4940400000196,74.4940400000196,75.514505750034,75.514505750034,75.48929487494752,61.46563991694711,61.46567829197738,75.50957279198337,75.514505750034,75.514505750034,76.4958364169579,stimuli/box_coin_transparent.png,62.472172042005695,62.472204499994405,76.49591612501536,76.49938583397307,79.48984191694763,79.48343416699208,65.45975829195231,0.30010916700121015,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
13,0,13,space,1.9801714579807594,None,space,9.543473541969433,None,65.46140095789451,k,None,65.75874958292115,65.75905741692986,66.25115837494377,66.25120358297136,67.25164079200476,67.25167783291545,69.24038987490349,0.2886430829530582,None,,,,,,,0,0,0,0,13,0,13,0,79.48984191694763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.46140095789451,79.48512312502135,79.48984191694763,79.48984191694763,79.48984191694763,79.48984191694763,,,,,79.78236179193482,k,right,1,10,8,0,10,8,None,65.75874958292115,65.75905741692986,79.78276658395771,79.78997924993746,79.78997924993746,80.29577529197559,80.29577529197559,80.27481283398811,66.25115837494377,66.25120358297136,80.29056737502106,80.29577529197559,80.29577529197559,81.2753030420281,stimuli/box_coin_transparent.png,67.25164079200476,67.25167783291545,81.27539558394346,81.28108833392616,83.2782443750184,83.26406220893841,69.24038987490349,0.2886430829530582,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
14,0,14,space,1.9801714579807594,None,space,9.543473541969433,None,69.24190329189878,k,None,69.54478633299004,69.54509774991311,71.04794899991248,71.04800099995919,72.04815508297179,72.04818929196335,73.05416441697162,0.2852739159716293,None,,,,,,,0,0,0,0,14,0,14,0,83.2782443750184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.24190329189878,83.26562487496994,83.2782443750184,83.2782443750184,83.2782443750184,83.2782443750184,,,,,83.56839516700711,k,right,0,10,8,0,11,8,None,69.54478633299004,69.54509774991311,83.56880887493026,83.57622912502848,83.57622912502848,85.09339170902967,85.09339170902967,85.07159225002397,71.04794899991248,71.04800099995919,85.08820587501395,85.09339170902967,85.09339170902967,86.07181741693057,stimuli/box_empty_transparent.png,72.04815508297179,72.04818929196335,86.07190137496218,86.0863749589771,87.08138145902194,87.0778439999558,73.05416441697162,0.2852739159716293,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
15,0,15,space,1.9801714579807594,None,space,9.543473541969433,None,73.05504720797762,j,None,73.44225299998652,73.44255454197992,74.44254145794548,74.44266629195772,75.45574699994177,75.45577662496362,77.44789845799096,0.38220170803833753,None,,,,,,,0,0,0,0,15,0,15,0,87.08138145902194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.05504720797762,87.07875041698571,87.08138145902194,87.08138145902194,87.08138145902194,87.08138145902194,,,,,87.46587558393367,j,right,0,10,8,0,11,8,None,73.44225299998652,73.44255454197992,87.4662647920195,87.47319220902864,87.47319220902864,88.48844716697931,88.48844716697931,88.4661429169355,74.44254145794548,74.44266629195772,88.482636583969,88.48844716697931,88.48844716697931,89.47941212495789,stimuli/box_empty_transparent.png,75.45574699994177,75.45577662496362,89.4794885419542,89.48369233403355,91.47890408395324,91.4715665000258,77.44789845799096,0.38220170803833753,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
16,0,16,space,1.9801714579807594,None,space,9.543473541969433,None,77.45039549993817,k,None,77.70937774993945,77.70965133293066,79.70000129193068,79.70004554197658,80.70513145800214,80.70519233297091,81.69762029196136,0.2508591249352321,None,,,,,,,0,0,0,0,16,0,16,0,91.47890408395324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45039549993817,91.47419974999502,91.47890408395324,91.47890408395324,91.47890408395324,91.47890408395324,,,,,91.73299345897976,k,right,1,10,9,0,12,9,None,77.70937774993945,77.70965133293066,91.73336033395026,91.74031899997499,91.74031899997499,93.74472966697067,93.74472966697067,93.72365379193798,79.70000129193068,79.70004554197658,93.74040400004014,93.74472966697067,93.74472966697067,94.72879783401731,stimuli/box_coin_transparent.png,80.70513145800214,80.70519233297091,94.72898300003726,94.7340059169801,95.7274548340356,95.72129237500485,81.69762029196136,0.2508591249352321,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
17,0,17,space,1.9801714579807594,None,space,9.543473541969433,None,81.69917129189707,k,None,81.99603974993806,81.99648862495087,82.9987073749071,82.99875349993818,83.99889024998993,83.99892508296762,84.99706520792097,0.28813004109542817,None,,,,,,,0,0,0,0,17,0,17,0,95.7274548340356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.69917129189707,95.72289270895999,95.7274548340356,95.7274548340356,95.7274548340356,95.7274548340356,,,,,96.01963504194282,k,right,0,10,9,0,13,9,None,81.99603974993806,81.99648862495087,96.020201583975,96.02831358392723,96.02831358392723,97.04187679197639,97.04187679197639,97.02236070903018,82.9987073749071,82.99875349993818,97.03766737494152,97.04187679197639,97.04187679197639,98.0225554589415,stimuli/box_empty_transparent.png,83.99889024998993,83.99892508296762,98.02264216693584,98.03770412493031,99.02671045903116,99.02074245898984,84.99706520792097,0.28813004109542817,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
18,0,18,space,1.9801714579807594,None,space,9.543473541969433,None,84.99854274990503,j,None,85.30055166699458,85.3008577079745,88.79288341698702,88.79291929199826,89.80672566697467,89.80675316695124,91.79981112491805,0.2858139160089195,None,,,,,,,0,0,0,0,18,0,18,0,99.02671045903116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99854274990503,99.02226033399347,99.02671045903116,99.02671045903116,99.02671045903116,99.02671045903116,,,,,99.32417191693094,j,right,0,10,9,0,13,9,None,85.30055166699458,85.3008577079745,99.3245691669872,99.33198112493847,99.33198112493847,102.8340591249289,102.8340591249289,102.8165411669761,88.79288341698702,88.79291929199826,102.8299003749853,102.8340591249289,102.8340591249289,103.8303966249805,stimuli/box_empty_transparent.png,89.80672566697467,89.80675316695124,103.83046412502881,103.83404391701333,105.83001120900735,105.82348716701381,91.79981112491805,0.2858139160089195,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
19,0,19,space,1.9801714579807594,None,space,9.543473541969433,None,91.80146758293267,k,None,92.08488474995829,92.08527341694571,93.0782212499762,93.07828870799858,94.081148999976,94.08117166697048,95.57720695796888,0.27089658402837813,None,,,,,,,0,0,0,0,19,0,19,0,105.83001120900735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.80146758293267,105.82518641697243,105.83001120900735,105.83001120900735,105.83001120900735,105.83001120900735,,,,,106.10848070902284,k,right,1,10,10,0,14,10,None,92.08488474995829,92.08527341694571,106.10899174993392,106.11662437499035,106.11662437499035,107.12676754198037,107.12676754198037,107.10184858401772,93.0782212499762,93.07828870799858,107.12175591697451,107.12676754198037,107.12676754198037,108.10482354194392,stimuli/box_coin_transparent.png,94.081148999976,94.08117166697048,108.1048793749651,108.11796312499791,109.60680458403658,109.60088320903014,95.57720695796888,0.27089658402837813,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
20,0,20,space,1.9801714579807594,None,space,9.543473541969433,None,95.57891724992078,k,None,95.8990735419793,95.89935133291874,97.8895232079085,97.88954354193993,98.8961315829074,98.89616070792545,100.8871828749543,0.30736224993597716,None,,,,,,,0,0,0,0,20,0,20,0,109.60680458403658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.57891724992078,109.60263520898297,109.60680458403658,109.60680458403658,109.60680458403658,109.60680458403658,,,,,109.92269683396444,k,left,1,14,0,1,14,10,None,95.8990735419793,95.89935133291874,109.9230667919619,109.93058620893862,109.93058620893862,111.92365933395922,111.92365933395922,111.91319445893168,97.8895232079085,97.88954354193993,111.92094324994832,111.92365933395922,111.92365933395922,112.91980183403939,stimuli/box_empty_transparent.png,98.8961315829074,98.89616070792545,112.91987162502483,112.9226938339416,114.91676937497687,114.91085983393714,100.8871828749543,0.30736224993597716,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
21,0,21,space,1.9801714579807594,None,space,9.543473541969433,None,100.88865866698325,j,None,101.19790224998724,101.19818416691851,104.19162137492094,104.19164212490432,105.19640766689554,105.19644341699313,106.69570141693112,0.30129624996334314,None,,,,,,,0,0,0,0,21,0,21,0,114.91676937497687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.88865866698325,114.91237629193347,114.91676937497687,114.91676937497687,114.91676937497687,114.91676937497687,,,,,115.22152504196856,j,left,1,14,1,1,15,11,None,101.19790224998724,101.19818416691851,115.2218968749512,115.22922641702462,115.22922641702462,118.22698325000238,118.22698325000238,118.21529541700147,104.19162137492094,104.19164212490432,118.22433624998666,118.22698325000238,118.22698325000238,119.22006291698199,stimuli/box_coin_transparent.png,105.19640766689554,105.19644341699313,119.22016020899173,119.22378541703802,120.72557999996934,120.71937674994115,106.69570141693112,0.30129624996334314,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
22,0,22,space,1.9801714579807594,None,space,9.543473541969433,None,106.69734704191796,j,None,106.9631895829225,106.96351491694804,108.45578583294991,108.45582608296536,109.45753945794422,109.45757504191715,111.45231062499806,0.24705166602507234,None,,,,,,,0,0,0,0,22,0,22,0,120.72557999996934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.69734704191796,120.72106395894662,120.72557999996934,120.72557999996934,120.72557999996934,120.72557999996934,,,,,120.98679737502243,j,left,1,14,2,1,16,12,None,106.9631895829225,106.96351491694804,120.98722687503323,120.99504900001921,120.99504900001921,122.50210733397398,122.50210733397398,122.47944308398291,108.45578583294991,108.45582608296536,122.49672537494916,122.50210733397398,122.50210733397398,123.48120337503497,stimuli/box_coin_transparent.png,109.45753945794422,109.45757504191715,123.48129462497309,123.48687725001946,125.48362137493677,125.47597933397628,111.45231062499806,0.24705166602507234,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
