thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
41,0,41,space,4.392554400023073,None,5,2.8438530997373164,None,205.39517239993438,k,None,206.145119599998,206.14537569973618,207.1448231996037,207.1448692996055,208.14521719980985,208.14524909993634,211.16014819964767,0.7307140999473631,None,,,,,,,0,0,0,0,41,0,41,0,283.2230917997658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.39517239993438,283.20765540003777,283.2230917997658,283.2230917997658,283.2230917997658,283.2230917997658,283.9575118999928,k,right,1,11,1,2,23,18,None,206.145119599998,206.14537569973618,283.9578541996889,283.97354689985514,283.97354689985514,284.9729724000208,284.9729724000208,284.95722859958187,207.1448231996037,207.1448692996055,284.9674776997417,284.9729724000208,284.9729724000208,285.97328789997846,285.97328789997846,285.9576510996558,stimuli/box_coin_transparent.png,208.14521719980985,208.14524909993634,285.95772609999403,285.97328789997846,288.989228699822,288.97258309973404,211.16014819964767,0.7307140999473631,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
42,0,42,space,4.392554400023073,None,5,2.8438530997373164,None,211.1618707999587,k,None,211.77857999969274,211.77889249986038,213.7781664999202,213.77820459986106,214.77769599994645,214.7777379998006,218.2778556998819,0.596864199731499,None,,,,,,,0,0,0,0,42,0,42,0,288.989228699822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1618707999587,288.97435869975016,288.989228699822,288.989228699822,288.989228699822,288.989228699822,289.59095369977877,k,right,0,11,1,2,24,18,None,211.77857999969274,211.77889249986038,289.5913780997507,289.6061311997473,289.6061311997473,291.60642750002444,291.60642750002444,291.5905811996199,213.7781664999202,213.77820459986106,291.5990737997927,291.60642750002444,291.60642750002444,292.60551329981536,292.60551329981536,292.59012189973146,stimuli/box_empty_transparent.png,214.77769599994645,214.7777379998006,292.59022869961336,292.60551329981536,296.10686869965866,296.0902883997187,218.2778556998819,0.596864199731499,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
43,0,43,space,4.392554400023073,None,5,2.8438530997373164,None,218.2794217998162,j,None,218.67901529977098,218.67934179957956,219.6784434998408,219.67848079977557,220.6782455998473,220.67827749997377,222.69303129985929,0.38225310016423464,None,,,,,,,0,0,0,0,43,0,43,0,296.10686869965866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2794217998162,296.09190259967,296.10686869965866,296.10686869965866,296.10686869965866,296.10686869965866,296.49140699999407,j,right,0,11,1,2,24,18,None,218.67901529977098,218.67934179957956,296.49182070000097,296.50687209982425,296.50687209982425,297.50619519967586,297.50619519967586,297.49086009990424,219.6784434998408,219.67848079977557,297.4990800996311,297.50619519967586,297.50619519967586,298.5065772999078,298.5065772999078,298.4906772999093,stimuli/box_empty_transparent.png,220.6782455998473,220.67827749997377,298.49075250001624,298.5065772999078,300.5223149997182,300.5054652998224,222.69303129985929,0.38225310016423464,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
44,0,44,space,4.392554400023073,None,5,2.8438530997373164,None,222.694763999898,k,None,223.16135749965906,223.16166289988905,225.66118419962004,225.6612199000083,226.66094079986215,226.6609723996371,228.6594836995937,0.44806399988010526,None,,,,,,,0,0,0,0,44,0,44,0,300.5223149997182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.694763999898,300.5072520999238,300.5223149997182,300.5223149997182,300.5223149997182,300.5223149997182,300.97370749991387,k,right,0,11,1,2,25,18,None,223.16135749965906,223.16166289988905,300.97414219984785,300.98917399998754,300.98917399998754,303.490193199832,303.490193199832,303.473602199927,225.66118419962004,225.6612199000083,303.4820002997294,303.490193199832,303.490193199832,304.4891609000042,304.4891609000042,304.47337429970503,stimuli/box_empty_transparent.png,226.66094079986215,226.6609723996371,304.47344879992306,304.4891609000042,306.4886567997746,306.471918199677,228.6594836995937,0.44806399988010526,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
45,0,45,space,4.392554400023073,None,5,2.8438530997373164,None,228.66121449973434,j,None,229.27843019971624,229.278851499781,230.2773382999003,230.2773744999431,231.277619399596,231.27765759965405,232.27707579964772,0.599891799967736,None,,,,,,,0,0,0,0,45,0,45,0,306.4886567997746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.66121449973434,306.4737026998773,306.4886567997746,306.4886567997746,306.4886567997746,306.4886567997746,307.09079219959676,j,right,0,11,1,2,25,18,None,229.27843019971624,229.278851499781,307.0913366996683,307.10584389977157,307.10584389977157,308.10579269984737,308.10579269984737,308.08975629974157,230.2773382999003,230.2773744999431,308.09814649960026,308.10579269984737,308.10579269984737,309.1056137997657,309.1056137997657,309.0900496998802,stimuli/box_empty_transparent.png,231.277619399596,231.27765759965405,309.09015159960836,309.1056137997657,310.10531089967117,310.0895111998543,232.27707579964772,0.599891799967736,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
46,0,46,space,4.392554400023073,None,5,2.8438530997373164,None,232.2785594998859,j,None,233.22823200002313,233.2286282000132,235.22759649995714,235.2276355996728,236.22732739988714,236.22737689968199,237.2268857997842,0.9224181999452412,None,,,,,,,0,0,0,0,46,0,46,0,310.10531089967117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2785594998859,310.09104049997404,310.10531089967117,310.10531089967117,310.10531089967117,310.10531089967117,311.0405912999995,j,right,0,11,1,2,25,18,None,233.22823200002313,233.2286282000132,311.04111379990354,311.0554402996786,311.0554402996786,313.0559687996283,313.0559687996283,313.0400123000145,235.22759649995714,235.2276355996728,313.04820099985227,313.0559687996283,313.0559687996283,314.0558488997631,314.0558488997631,314.0397520000115,stimuli/box_empty_transparent.png,236.22732739988714,236.22737689968199,314.0398686998524,314.0558488997631,315.0556493997574,315.03932169964537,237.2268857997842,0.9224181999452412,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
47,0,47,space,4.392554400023073,None,5,2.8438530997373164,None,237.22833569999784,k,None,237.66147989965975,237.6618101997301,240.66088769957423,240.6609263997525,241.6608001999557,241.6608321997337,243.16029499983415,0.40636450005695224,None,,,,,,,0,0,0,0,47,0,47,0,315.0556493997574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.22833569999784,315.0408160998486,315.0556493997574,315.0556493997574,315.0556493997574,315.0556493997574,315.4738535997458,k,right,1,11,2,2,26,19,None,237.66147989965975,237.6618101997301,315.47429409995675,315.4890031996183,315.4890031996183,318.48950479971245,318.48950479971245,318.47329619992524,240.66088769957423,240.6609263997525,318.4840331999585,318.48950479971245,318.48950479971245,319.4885287997313,319.4885287997313,319.4732333999127,stimuli/box_coin_transparent.png,241.6608001999557,241.6608321997337,319.4733096999116,319.4885287997313,320.9901625998318,320.9727308996953,243.16029499983415,0.40636450005695224,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
48,0,48,space,4.392554400023073,None,5,2.8438530997373164,None,243.16174589982256,k,None,244.16123569989577,244.16157899983227,245.65963749960065,245.65969270002097,246.6598542998545,246.65989149967209,250.1599610997364,0.9666154002770782,None,,,,,,,0,0,0,0,48,0,48,0,320.9901625998318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.16174589982256,320.97422660002485,320.9901625998318,320.9901625998318,320.9901625998318,320.9901625998318,321.97360619995743,k,right,1,11,3,2,27,20,None,244.16123569989577,244.16157899983227,321.97406439995393,321.9886013995856,321.9886013995856,323.4911948000081,323.4911948000081,323.47200589999557,245.65963749960065,245.65969270002097,323.48539649974555,323.4911948000081,323.4911948000081,,,324.4722822997719,stimuli/box_coin_transparent.png,246.6598542998545,246.65989149967209,324.47237679967657,324.48913479968905,327.9889112999663,327.97239679982886,250.1599610997364,0.9666154002770782,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
49,0,49,space,4.392554400023073,None,5,2.8438530997373164,None,250.16141969989985,k,None,250.79355259984732,250.79389989981428,252.29335289960727,252.2933918000199,253.2936201998964,253.2936580996029,253.29424129985273,0.6050342000089586,None,,,,,,,0,0,0,0,49,0,49,0,327.9889112999663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.16141969989985,327.9739003996365,327.9889112999663,327.9889112999663,327.9889112999663,327.9889112999663,328.60591019969434,k,right,1,11,4,2,28,21,None,250.79355259984732,250.79389989981428,328.60639329999685,328.6212885999121,328.6212885999121,330.12158000003546,330.12158000003546,330.1057674996555,252.29335289960727,252.2933918000199,330.11547009972855,330.12158000003546,330.12158000003546,,,331.1060401997529,stimuli/box_coin_transparent.png,253.2936201998964,253.2936580996029,331.10613909969106,331.12583179958165,331.12583179958165,331.1066820998676,253.29424129985273,0.6050342000089586,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
0,0,0,space,4.392554400023073,None,5,2.8438530997373164,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.1214116998017,331.12583179958165,335.1211587996222,335.12400499964133,335.1373822996393,381.1870209998451,381.17088729981333,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
0,0,0,space,17.463269299827516,None,5,4.836113899946213,None,0.001941199880093336,None,None,1.500347999855876,1.500436699949205,2.5011287997476757,2.501163899898529,3.5014114999212325,3.5014436999335885,5.5001249997876585,,,,,,,,,1,0,1,0,0,0,0,0,403.5361013999209,,,,,,,,,,,,,,,,381.1711001000367,381.1870209998451,381.1870209998451,398.65413909964263,space,17.463269299827516,None,398.6542185000144,398.6700171995908,398.6700171995908,403.5193544998765,5,4.836113899946213,None,0.001941199880093336,403.52136669959873,403.5361013999209,403.5361013999209,403.5361013999209,403.5361013999209,405.01967749977484,None,right,1,13,0,3,28,0,None,1.500347999855876,1.500436699949205,405.019872199744,405.0358262998052,405.0358262998052,406.036076199729,406.036076199729,406.02048479998484,2.5011287997476757,2.501163899898529,406.0289686997421,406.036076199729,406.036076199729,407.03623420000076,407.03623420000076,407.0207883999683,no selection made,3.5014114999212325,3.5014436999335885,407.0208597998135,407.03623420000076,409.03613069979474,409.0195003999397,5.5001249997876585,,,,,405.0358262998052,405.0358262998052,405.0358262998052,405.0358262998052,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
1,0,1,space,17.463269299827516,None,5,4.836113899946213,None,5.501921099610627,j,None,6.018441999796778,6.0188289997167885,7.517511999700218,7.517558000050485,8.517567799892277,8.517599799670279,10.017307399772108,0.4847980998456478,None,,,,,,,1,0,1,0,1,0,1,0,409.03613069979474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.501921099610627,409.02135679963976,409.03613069979474,409.03613069979474,409.03613069979474,409.03613069979474,409.53775289980695,j,right,1,13,0,3,28,0,None,6.018441999796778,6.0188289997167885,409.53826890001073,409.5530229997821,409.5530229997821,411.05268549965695,411.05268549965695,411.0368619998917,7.517511999700218,7.517558000050485,411.045847799629,411.05268549965695,411.05268549965695,412.05273939995095,412.05273939995095,412.03694479959086,stimuli/box_empty_transparent.png,8.517567799892277,8.517599799670279,412.03702109958977,412.05273939995095,413.55306999990717,413.5366838998161,10.017307399772108,0.4847980998456478,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
2,0,2,space,17.463269299827516,None,5,4.836113899946213,None,10.01890469994396,k,None,10.700596199836582,10.700934699736536,11.69992209970951,11.699957699980587,12.700303500052541,12.700340899638832,15.700907799880952,0.6623207996599376,None,,,,,,,1,0,1,0,2,0,2,0,413.55306999990717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01890469994396,413.5383286997676,413.55306999990717,413.55306999990717,413.55306999990717,413.55306999990717,414.219909499865,k,right,1,13,1,3,29,1,None,10.700596199836582,10.700934699736536,414.22036989964545,414.23546999972314,414.23546999972314,415.23593159997836,415.23593159997836,415.21928209997714,11.69992209970951,11.699957699980587,415.22961609996855,415.23593159997836,415.23593159997836,,,416.21966259973124,stimuli/box_coin_transparent.png,12.700303500052541,12.700340899638832,416.2197682997212,416.23590749967843,419.23632999975234,419.22028689971194,15.700907799880952,0.6623207996599376,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
3,0,3,space,17.463269299827516,None,5,4.836113899946213,None,15.702452699653804,j,None,16.13371909968555,16.134145400021225,18.134175499901175,18.13421359984204,19.134262799751014,19.134298299904913,20.133742599748075,0.4041997999884188,None,,,,,,,1,0,1,0,3,0,3,0,419.23632999975234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.702452699653804,419.2218765998259,419.23632999975234,419.23632999975234,419.23632999975234,419.23632999975234,419.6530227996409,j,right,1,13,1,3,29,1,None,16.13371909968555,16.134145400021225,419.65358229959384,419.66874139988795,419.66874139988795,421.67006999999285,421.67006999999285,421.6535324999131,18.134175499901175,18.13421359984204,421.6616686997004,421.67006999999285,421.67006999999285,422.66880759969354,422.66880759969354,422.6536354999989,stimuli/box_empty_transparent.png,19.134262799751014,19.134298299904913,422.65372279984877,422.66880759969354,423.6693396996707,423.6531213996932,20.133742599748075,0.4041997999884188,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
4,0,4,space,17.463269299827516,None,5,4.836113899946213,None,20.13531559985131,j,None,20.81807479960844,20.818490599747747,21.816365099977702,21.816402199678123,22.81679950002581,22.816846899688244,25.316897599957883,0.6655124998651445,None,,,,,,,1,0,1,0,4,0,4,0,423.6693396996707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13531559985131,423.6547396997921,423.6693396996707,423.6693396996707,423.6693396996707,423.6693396996707,424.33736969996244,j,right,1,13,1,3,29,1,None,20.81807479960844,20.818490599747747,424.33792059961706,424.35243760002777,424.35243760002777,425.3523473995738,425.3523473995738,425.3357247998938,21.816365099977702,21.816402199678123,425.34429329959676,425.3523473995738,425.3523473995738,,,426.3361613997258,stimuli/box_empty_transparent.png,22.81679950002581,22.816846899688244,426.3362718997523,426.3525197999552,428.8529860000126,428.8362770997919,25.316897599957883,0.6655124998651445,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
5,0,5,space,17.463269299827516,None,5,4.836113899946213,None,25.31848259968683,j,None,25.867731199599802,25.868155299685895,29.38315359968692,29.38319389987737,30.383532699663192,30.383564499672502,32.38322929991409,0.5228777998127043,None,,,,,,,1,0,1,0,5,0,5,0,428.8529860000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.31848259968683,428.8379065999761,428.8529860000126,428.8529860000126,428.8529860000126,428.8529860000126,429.3870625998825,j,right,1,13,1,3,29,1,None,25.867731199599802,25.868155299685895,429.38758559990674,429.4027343997732,429.4027343997732,432.9196723997593,432.9196723997593,432.902507300023,29.38315359968692,29.38319389987737,432.9110138998367,432.9196723997593,432.9196723997593,433.9190100999549,433.9190100999549,433.902908699587,stimuli/box_empty_transparent.png,30.383532699663192,30.383564499672502,433.90298379957676,433.9190100999549,435.91896769963205,435.9026074996218,32.38322929991409,0.5228777998127043,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
6,0,6,space,17.463269299827516,None,5,4.836113899946213,None,32.38485699985176,k,None,32.68425259971991,32.68451899988577,33.682959399651736,33.68299559969455,34.68335199961439,34.68338289996609,35.683015199843794,0.2795521002262831,None,,,,,,,1,0,1,0,6,0,6,0,435.91896769963205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.38485699985176,435.9042814997956,435.91896769963205,435.91896769963205,435.91896769963205,435.91896769963205,436.2035856000148,k,right,1,13,2,3,30,2,None,32.68425259971991,32.68451899988577,436.2039407999255,436.21877429960296,436.21877429960296,437.2190673998557,437.2190673998557,437.2023175000213,33.682959399651736,33.68299559969455,437.2134940000251,437.2190673998557,437.2190673998557,438.2186619997956,438.2186619997956,438.20272889966145,stimuli/box_coin_transparent.png,34.68335199961439,34.68338289996609,438.2028018999845,438.2186619997956,439.21884699957445,439.2023932999,35.683015199843794,0.2795521002262831,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
7,0,7,space,17.463269299827516,None,5,4.836113899946213,None,35.68446799973026,j,None,36.334769199602306,36.335096299648285,38.33390109986067,38.333938899915665,39.34871339984238,39.3487562998198,41.34996849996969,0.6260603000409901,None,,,,,,,1,0,1,0,7,0,7,0,439.21884699957445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68446799973026,439.20389200001955,439.21884699957445,439.21884699957445,439.21884699957445,439.21884699957445,439.8541041999124,j,right,1,13,2,3,30,2,None,36.334769199602306,36.335096299648285,439.8545186999254,439.8689508996904,439.8689508996904,441.86909329984337,441.86909329984337,441.85325509961694,38.33390109986067,38.333938899915665,441.86130489967763,441.86909329984337,441.86909329984337,,,442.86807919992134,stimuli/box_empty_transparent.png,39.34871339984238,39.3487562998198,442.86819129996,442.88421930000186,444.8857828998007,444.86934780003503,41.34996849996969,0.6260603000409901,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
8,0,8,space,17.463269299827516,None,5,4.836113899946213,None,41.35140969976783,k,None,42.13475879980251,42.135026699863374,45.13229029998183,45.132327399682254,46.13289979984984,46.13293629977852,47.63273469964042,0.7627432998269796,None,,,,,,,1,0,1,0,8,0,8,0,444.8857828998007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.35140969976783,444.87083349982277,444.8857828998007,444.8857828998007,444.8857828998007,444.8857828998007,445.65409439988434,k,right,1,13,3,3,31,3,None,42.13475879980251,42.135026699863374,445.65444799978286,445.66853849962354,445.66853849962354,448.668348999694,448.668348999694,448.65164989978075,45.13229029998183,45.132327399682254,448.6627757996321,448.668348999694,448.668348999694,449.66834419965744,449.66834419965744,449.65227319998667,stimuli/box_coin_transparent.png,46.13289979984984,46.13293629977852,449.6523612998426,449.66834419965744,451.1687375996262,451.1521136998199,47.63273469964042,0.7627432998269796,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
9,0,9,space,17.463269299827516,None,5,4.836113899946213,None,47.63417760003358,k,None,47.9508332000114,47.9510979000479,49.450660599861294,49.45070029981434,50.44864639965817,50.44868419971317,52.44939940003678,0.298204000107944,None,,,,,,,1,0,1,0,9,0,9,0,451.1687375996262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.63417760003358,451.15360149974003,451.1687375996262,451.1687375996262,451.1687375996262,451.1687375996262,451.4701669998467,k,right,1,13,4,3,32,4,None,47.9508332000114,47.9510979000479,451.47052699979395,451.4853790998459,451.4853790998459,452.9850727999583,452.9850727999583,452.9700114997104,49.450660599861294,49.45070029981434,452.97993139969185,452.9850727999583,452.9850727999583,453.98379569966346,453.98379569966346,453.9680184000172,stimuli/box_coin_transparent.png,50.44864639965817,50.44868419971317,453.9681102996692,453.98379569966346,455.98483379976824,455.96877869963646,52.44939940003678,0.298204000107944,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
10,0,10,space,17.463269299827516,None,5,4.836113899946213,None,52.450853399932384,k,None,52.83384499978274,52.83411009982228,54.33342529973015,54.33346439991146,55.33329049963504,55.33332380000502,56.34804149996489,0.36441149981692433,None,,,,,,,1,0,1,0,10,0,10,0,455.98483379976824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.450853399932384,455.97027759999037,455.98483379976824,455.98483379976824,455.98483379976824,455.98483379976824,456.35317799961194,k,right,1,13,5,3,33,5,None,52.83384499978274,52.83411009982228,456.3535311999731,456.3686206997372,456.3686206997372,457.86809189990163,457.86809189990163,457.8527820999734,54.33342529973015,54.33346439991146,457.8625505999662,457.86809189990163,457.86809189990163,458.8683344000019,458.8683344000019,458.8526663999073,stimuli/box_coin_transparent.png,55.33329049963504,55.33332380000502,458.8527445998043,458.8683344000019,459.8839944996871,459.867418800015,56.34804149996489,0.36441149981692433,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
11,0,11,space,17.463269299827516,None,5,4.836113899946213,None,56.34975659986958,k,None,57.00016459962353,57.00043289968744,58.999394999817014,58.99943399988115,59.999257599934936,59.99928929982707,61.51453689998016,0.6300850999541581,None,,,,,,,1,0,1,0,11,0,11,0,459.8839944996871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.34975659986958,459.8691881997511,459.8839944996871,459.8839944996871,459.8839944996871,459.8839944996871,460.5194967999123,k,right,1,13,6,3,34,6,None,57.00016459962353,57.00043289968744,460.51985469972715,460.534995699767,460.534995699767,462.5344283999875,462.5344283999875,462.5187516999431,58.999394999817014,58.99943399988115,462.5284555000253,462.5344283999875,462.5344283999875,463.53507329989225,463.53507329989225,463.5186336999759,stimuli/box_coin_transparent.png,59.999257599934936,59.99928929982707,463.5187099999748,463.53507329989225,465.0507226996124,465.0339090996422,61.51453689998016,0.6300850999541581,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
12,0,12,space,17.463269299827516,None,5,4.836113899946213,None,61.51673599984497,k,None,61.86559739988297,61.865882999729365,62.86569119989872,62.865729599725455,63.866155799943954,63.86619279999286,66.8654593997635,0.3208260000683367,None,,,,,,,1,0,1,0,12,0,12,0,465.0507226996124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.51673599984497,465.03617309965193,465.0507226996124,465.0507226996124,465.0507226996124,465.0507226996124,465.38493419997394,k,right,0,13,6,3,35,6,None,61.86559739988297,61.865882999729365,465.3853066000156,465.40072759985924,465.40072759985924,466.40184489963576,466.40184489963576,466.3850510995835,62.86569119989872,62.865729599725455,466.3932586996816,466.40184489963576,466.40184489963576,467.4008945999667,467.4008945999667,467.3855262999423,stimuli/box_empty_transparent.png,63.866155799943954,63.86619279999286,467.38561999984086,467.4008945999667,470.40145399980247,470.3848390998319,66.8654593997635,0.3208260000683367,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
13,0,13,space,17.463269299827516,None,5,4.836113899946213,None,66.86701449984685,k,None,67.4490212998353,67.449338699691,67.9483347996138,67.94837909983471,68.94911339972168,68.94914589961991,70.94875629991293,0.559260199777782,None,,,,,,,1,0,1,0,13,0,13,0,470.40145399980247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86701449984685,470.386438800022,470.40145399980247,470.40145399980247,470.40145399980247,470.40145399980247,470.968338099774,k,right,0,13,6,3,36,6,None,67.4490212998353,67.449338699691,470.9687672997825,470.9838993996382,470.9838993996382,471.4845924996771,471.4845924996771,471.46768929995596,67.9483347996138,67.94837909983471,471.47682779980823,471.4845924996771,471.4845924996771,,,472.4684870997444,stimuli/box_empty_transparent.png,68.94911339972168,68.94914589961991,472.468568299897,472.4850229998119,474.4846242996864,474.46813579974696,70.94875629991293,0.559260199777782,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
