thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
31,0,31,space,1.8479798999615014,None,5,2.8734221002086997,None,154.61320850020275,k,0.4467580998316407,None,None,155.0789962001145,155.0792104001157,158.07856649998575,158.0786127001047,159.07867790013552,159.0787337999791,161.5778772002086,,,,,,,0,0,0,0,31,0,31,0,165.90960599994287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.61320850020275,165.8947310000658,165.90960599994287,165.90960599994287,165.90960599994287,165.90960599994287,166.36044189985842,k,0.4467580998316407,None,left,1,8,6,1,17,13,None,155.0789962001145,155.0792104001157,166.36072439979762,166.3764406000264,166.3764406000264,169.37682829983532,169.37682829983532,169.36001989990473,158.07856649998575,158.0786127001047,169.3682574001141,169.37682829983532,169.37682829983532,170.37575959973037,170.37575959973037,170.3601437001489,stimuli/box_empty_transparent.png,159.07867790013552,159.0787337999791,170.36026560002938,170.37575959973037,172.8761507999152,172.85935819987208,161.5778772002086,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
32,0,32,space,1.8479798999615014,None,5,2.8734221002086997,None,161.57956340024248,j,0.3389515997841954,None,None,161.94553779996932,161.94583840016276,162.94561460008845,162.94565070001408,163.9454873003997,163.94552180031314,164.94465600000694,,,,,,,0,0,0,0,32,0,32,0,172.8761507999152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.57956340024248,172.86109310016036,172.8761507999152,172.8761507999152,172.8761507999152,172.8761507999152,173.22696920018643,j,0.3389515997841954,None,left,1,8,7,1,18,14,None,161.94553779996932,161.94583840016276,173.22735890001059,173.2428998001851,173.2428998001851,174.24324540002272,174.24324540002272,174.22707320004702,162.94561460008845,162.94565070001408,174.2374899997376,174.24324540002272,174.24324540002272,175.2424590997398,175.2424590997398,175.22694810014218,stimuli/box_coin_transparent.png,163.9454873003997,163.94552180031314,175.22704359982163,175.2424590997398,176.24285449972376,176.22613639989868,164.94465600000694,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
33,0,33,space,1.8479798999615014,None,5,2.8734221002086997,None,164.94583770027384,j,0.47291320003569126,None,None,165.4455164000392,165.44594940030947,167.44512880034745,167.44516500039026,168.44506510021165,168.44510420039296,169.9446153002791,,,,,,,0,0,0,0,33,0,33,0,176.24285449972376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.94583770027384,176.22736439993605,176.24285449972376,176.24285449972376,176.24285449972376,176.24285449972376,176.72696379991248,j,0.47291320003569126,None,left,0,8,7,1,19,14,None,165.4455164000392,165.44594940030947,176.72747260006145,176.74278760002926,176.74278760002926,178.74322379985824,178.74322379985824,178.7265898999758,167.44512880034745,167.44516500039026,178.73374010017142,178.74322379985824,178.74322379985824,179.74217099975795,179.74217099975795,179.7265417999588,stimuli/box_empty_transparent.png,168.44506510021165,168.44510420039296,179.72662199987099,179.74217099975795,181.24274839973077,181.22609219979495,169.9446153002791,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
34,0,34,space,1.8479798999615014,None,5,2.8734221002086997,None,169.94585830019787,k,0.4902523001655936,None,None,170.4622861002572,170.46258090017363,173.4613578999415,173.46139280032367,174.46171990036964,174.46175430016592,176.96192880021408,,,,,,,0,0,0,0,34,0,34,0,181.24274839973077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.94585830019787,181.22737779980525,181.24274839973077,181.24274839973077,181.24274839973077,181.24274839973077,181.7437140000984,k,0.4902523001655936,None,left,0,8,7,1,19,14,None,170.4622861002572,170.46258090017363,181.74410420004278,181.75938780000433,181.75938780000433,184.75964439986274,184.75964439986274,184.74281969992444,173.4613578999415,173.46139280032367,184.7501444001682,184.75964439986274,184.75964439986274,185.75863299984485,185.75863299984485,185.74319989979267,stimuli/box_empty_transparent.png,174.46171990036964,174.46175430016592,185.74329499993473,185.75863299984485,188.26024919981137,188.24340989999473,176.96192880021408,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
35,0,35,space,1.8479798999615014,None,5,2.8734221002086997,None,176.96312440000474,j,0.3754409998655319,None,None,177.36365480022505,177.3640754004009,178.86373200034723,178.86376980040222,179.87822550022975,179.8782587000169,180.87852380005643,,,,,,,0,0,0,0,35,0,35,0,188.26024919981137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.96312440000474,188.24463960016146,188.26024919981137,188.26024919981137,188.26024919981137,188.26024919981137,188.64506819983944,j,0.3754409998655319,None,left,1,8,8,1,20,15,None,177.36365480022505,177.3640754004009,188.64560869988054,188.65986920008436,188.65986920008436,190.1610352001153,190.1610352001153,190.14518730016425,178.86373200034723,178.86376980040222,190.15498520014808,190.1610352001153,190.1610352001153,,,191.15969080012292,stimuli/box_coin_transparent.png,179.87822550022975,179.8782587000169,191.15978020010516,191.17553790006787,192.17592549975961,192.1599956001155,180.87852380005643,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
36,0,36,space,1.8479798999615014,None,5,2.8734221002086997,None,180.88038060022518,j,0.5350576001219451,None,None,181.44556630030274,181.44591680029407,182.9453167002648,182.94536270014942,183.94569410011172,183.94572430010885,187.46129060024396,,,,,,,0,0,0,0,36,0,36,0,192.17592549975961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.88038060022518,192.1619027997367,192.17592549975961,192.17592549975961,192.17592549975961,192.17592549975961,192.72698719985783,j,0.5350576001219451,None,right,1,12,0,2,20,15,None,181.44556630030274,181.44591680029407,192.72744409972802,192.74298449978232,192.74298449978232,194.24288460006937,194.24288460006937,194.2267686999403,182.9453167002648,182.94536270014942,194.23558160010725,194.24288460006937,194.24288460006937,195.24343879986554,195.24343879986554,195.22716980008408,stimuli/box_empty_transparent.png,183.94569410011172,183.94572430010885,195.22724180016667,195.24343879986554,198.75957620004192,198.74276709975675,187.46129060024396,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
37,0,37,space,1.8479798999615014,None,5,2.8734221002086997,None,187.46273000026122,k,0.41849360009655356,None,None,187.91214779997244,187.9125151000917,189.9117291001603,189.91176660032943,190.91156390029937,190.9115949003026,191.91341640008613,,,,,,,0,0,0,0,37,0,37,0,198.75957620004192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.46273000026122,198.74425119999796,198.75957620004192,198.75957620004192,198.75957620004192,198.75957620004192,199.193558299914,k,0.41849360009655356,None,right,1,12,1,2,21,16,None,187.91214779997244,187.9125151000917,199.1940476000309,199.2090165000409,199.2090165000409,201.20945930015296,201.20945930015296,201.1931859999895,189.9117291001603,189.91176660032943,201.2028847001493,201.20945930015296,201.20945930015296,202.20854600006714,202.20854600006714,202.1930391001515,stimuli/box_coin_transparent.png,190.91156390029937,190.9115949003026,202.19311130000278,202.20854600006714,203.2093027997762,203.1948921000585,191.91341640008613,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
38,0,38,space,1.8479798999615014,None,5,2.8734221002086997,None,191.91517100017518,j,0.5715837003663182,None,None,192.51233910024166,192.5126525000669,193.5115069001913,193.51155500020832,194.51143479999155,194.51147120026872,196.01066490029916,,,,,,,0,0,0,0,38,0,38,0,203.2093027997762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.91517100017518,203.1966991997324,203.2093027997762,203.2093027997762,203.2093027997762,203.2093027997762,203.7937765000388,j,0.5715837003663182,None,right,1,12,1,2,21,16,None,192.51233910024166,192.5126525000669,203.79417350003496,203.8088484001346,203.8088484001346,204.80940619995818,204.80940619995818,204.79295059992,193.5115069001913,193.51155500020832,204.80219249986112,204.80940619995818,204.80940619995818,205.80845340015367,205.80845340015367,205.79290510015562,stimuli/box_empty_transparent.png,194.51143479999155,194.51147120026872,205.79299539979547,205.80845340015367,207.30900109978393,207.29213979979977,196.01066490029916,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
39,0,39,space,1.8479798999615014,None,5,2.8734221002086997,None,196.01240530004725,k,0.452067700214684,None,None,196.49562900001183,196.49593320023268,197.49466580012813,197.49470739997923,198.51078890031204,198.51082530012354,199.52721330011263,,,,,,,0,0,0,0,39,0,39,0,207.30900109978393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.01240530004725,207.29393339995295,207.30900109978393,207.30900109978393,207.30900109978393,207.30900109978393,207.77704950002953,k,0.452067700214684,None,right,1,12,2,2,22,17,None,196.49562900001183,196.49593320023268,207.77745850011706,207.7920972998254,207.7920972998254,208.79331609979272,208.79331609979272,208.77611800003797,197.49466580012813,197.49470739997923,208.78739839978516,208.79331609979272,208.79331609979272,,,209.79225639998913,stimuli/box_coin_transparent.png,198.51078890031204,198.51082530012354,209.7923515997827,209.80948559986427,210.82529360009357,210.8086859001778,199.52721330011263,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
40,0,40,space,1.8479798999615014,None,5,2.8734221002086997,None,199.52906130021438,k,0.33045880030840635,None,None,199.87833890039474,199.878587000072,201.3776075001806,201.37764620035887,202.37825240008533,202.37829280039296,203.37723040021956,,,,,,,0,0,0,0,40,0,40,0,210.82529360009357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.52906130021438,210.81059069978073,210.82529360009357,210.82529360009357,210.82529360009357,210.82529360009357,211.15977740008384,k,0.33045880030840635,None,right,1,12,3,2,23,18,None,199.87833890039474,199.878587000072,211.16010600002483,211.17522600013763,211.17522600013763,212.6756688999012,212.6756688999012,212.65906709991395,201.3776075001806,201.37764620035887,212.67036589980125,212.6756688999012,212.6756688999012,,,213.6597184999846,stimuli/box_coin_transparent.png,202.37825240008533,202.37829280039296,213.65982129983604,213.6745959999971,214.67525839991868,214.65870760008693,203.37723040021956,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
41,0,41,space,1.8479798999615014,None,5,2.8734221002086997,None,203.37880549998954,k,0.4470950001850724,None,None,203.84511300036684,203.84537410037592,204.84420370031148,204.8442400000058,205.84440060006455,205.84443460032344,208.84356730012223,,,,,,,0,0,0,0,41,0,41,0,214.67525839991868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.37880549998954,214.66032980009913,214.67525839991868,214.67525839991868,214.67525839991868,214.67525839991868,215.12654699990526,k,0.4470950001850724,None,right,1,12,4,2,24,19,None,203.84511300036684,203.84537410037592,215.12692139996216,215.14198749978095,215.14198749978095,216.14232099987566,216.14232099987566,216.12566159991547,204.84420370031148,204.8442400000058,216.13552440004423,216.14232099987566,216.14232099987566,217.14133210014552,217.14133210014552,217.12584860017523,stimuli/box_coin_transparent.png,205.84440060006455,205.84443460032344,217.12595759984106,217.14133210014552,220.14162530004978,220.12504420010373,208.84356730012223,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
42,0,42,space,1.8479798999615014,None,5,2.8734221002086997,None,208.84548470005393,k,0.3418410001322627,None,None,209.2119893003255,209.2122429003939,211.21061310032383,211.21065160026774,212.21109560038894,212.21113139996305,215.71008950006217,,,,,,,0,0,0,0,42,0,42,0,220.14162530004978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.84548470005393,220.1270381999202,220.14162530004978,220.14162530004978,220.14162530004978,220.14162530004978,220.49342319974676,k,0.3418410001322627,None,right,0,12,4,2,25,19,None,209.2119893003255,209.2122429003939,220.49376170011237,220.50859870016575,220.50859870016575,222.5087600997649,222.5087600997649,222.49207289982587,211.21061310032383,211.21065160026774,222.50193689996377,222.5087600997649,222.5087600997649,223.50799540011212,223.50799540011212,223.49256619997323,stimuli/box_empty_transparent.png,212.21109560038894,212.21113139996305,223.49265629984438,223.50799540011212,227.00852089980617,226.99156290013343,215.71008950006217,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
43,0,43,space,1.8479798999615014,None,5,2.8734221002086997,None,215.71153970016167,j,0.3560148999094963,None,None,216.09479180024937,216.0951718003489,217.09407130023465,217.09412160003558,218.09382860036567,218.09387050010264,220.09394060028717,,,,,,,0,0,0,0,43,0,43,0,227.00852089980617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.71153970016167,226.9930616999045,227.00852089980617,227.00852089980617,227.00852089980617,227.00852089980617,227.37621210003272,j,0.3560148999094963,None,right,0,12,4,2,25,19,None,216.09479180024937,216.0951718003489,227.37669900013134,227.39152539987117,227.39152539987117,228.39204380009323,228.39204380009323,228.37551059992984,217.09407130023465,217.09412160003558,228.3849323000759,228.39204380009323,228.39204380009323,229.39080399973318,229.39080399973318,229.37529540015385,stimuli/box_empty_transparent.png,218.09382860036567,218.09387050010264,229.37540089990944,229.39080399973318,231.39153280016035,231.3754137000069,220.09394060028717,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
44,0,44,space,1.8479798999615014,None,5,2.8734221002086997,None,220.09571190038696,k,0.47210759995505214,None,None,220.59522120002657,220.59548070002347,223.09471720037982,223.09476390015334,224.10986970039085,224.1099111000076,226.10991700040177,,,,,,,0,0,0,0,44,0,44,0,231.39153280016035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.09571190038696,231.377239999827,231.39153280016035,231.39153280016035,231.39153280016035,231.39153280016035,231.87665829993784,k,0.47210759995505214,None,right,1,12,5,2,26,20,None,220.59522120002657,220.59548070002347,231.87699949974194,231.89179929997772,231.89179929997772,234.39485809998587,234.39485809998587,234.37616019975394,223.09471720037982,223.09476390015334,234.3883658000268,234.39485809998587,234.39485809998587,,,235.3913337001577,stimuli/box_coin_transparent.png,224.10986970039085,224.1099111000076,235.39144389983267,235.4073932999745,237.40916869975626,237.39139509992674,226.10991700040177,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
45,0,45,space,1.8479798999615014,None,5,2.8734221002086997,None,226.1114428001456,k,0.2955002998933196,None,None,226.4285502000712,226.42888700030744,227.42781060002744,227.4278478003107,228.42706250026822,228.42709270026535,229.42634310014546,,,,,,,0,0,0,0,45,0,45,0,237.40916869975626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1114428001456,237.39296409999952,237.40916869975626,237.40916869975626,237.40916869975626,237.40916869975626,237.7099661999382,k,0.2955002998933196,None,right,0,12,5,2,27,20,None,226.4285502000712,226.42888700030744,237.7104132999666,237.72476649982855,237.72476649982855,238.72504619974643,238.72504619974643,238.70926810009405,227.42781060002744,227.4278478003107,238.71795699978247,238.72504619974643,238.72504619974643,239.72459169989452,239.72459169989452,239.70853659976274,stimuli/box_empty_transparent.png,228.42706250026822,228.42709270026535,239.70861009974033,239.72459169989452,240.72431570012122,240.70781280007213,229.42634310014546,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
46,0,46,space,1.8479798999615014,None,5,2.8734221002086997,None,229.42858149996027,k,0.44051059987396,None,None,229.89426290011033,229.89463730016723,231.8937099003233,231.893747900147,232.89381729997694,232.89384740032256,233.8941614003852,,,,,,,0,0,0,0,46,0,46,0,240.72431570012122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.42858149996027,240.71011650003493,240.72431570012122,240.72431570012122,240.72431570012122,240.72431570012122,241.17567460006103,k,0.44051059987396,None,right,1,12,6,2,28,21,None,229.89426290011033,229.89463730016723,241.17616909975186,241.19088110001758,241.19088110001758,243.19125819997862,243.19125819997862,243.17516640014946,231.8937099003233,231.893747900147,243.18480679998174,243.19125819997862,243.19125819997862,244.19130240008235,244.19130240008235,244.17529350006953,stimuli/box_coin_transparent.png,232.89381729997694,232.89384740032256,244.1753650000319,244.19130240008235,245.1915696999058,245.17563880002126,233.8941614003852,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
47,0,47,space,1.8479798999615014,None,5,2.8734221002086997,None,233.89561010012403,k,0.46556709986180067,None,None,234.37805079994723,234.37831940036267,237.3777068001218,237.37774490006268,238.37739970022812,238.37742990022525,239.8758865003474,,,,,,,0,0,0,0,47,0,47,0,245.1915696999058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.89561010012403,245.17713070008904,245.1915696999058,245.1915696999058,245.1915696999058,245.1915696999058,245.65945830009878,k,0.46556709986180067,None,right,1,12,7,2,29,22,None,234.37805079994723,234.37831940036267,245.65983809996396,245.67474559973925,245.67474559973925,248.67465599998832,248.67465599998832,248.6591646997258,237.3777068001218,237.37774490006268,248.66895289998502,248.67465599998832,248.67465599998832,249.67448950000107,249.67448950000107,249.65887349983677,stimuli/box_coin_transparent.png,238.37739970022812,238.37742990022525,249.65894840005785,249.67448950000107,251.17438399977982,251.15736269997433,239.8758865003474,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
48,0,48,space,1.8479798999615014,None,5,2.8734221002086997,None,239.8773837001063,k,0.33833219995722175,None,None,240.24486810015514,240.24512580037117,241.74326730007306,241.7433024002239,242.74333330010995,242.74337409995496,246.2423118003644,,,,,,,0,0,0,0,48,0,48,0,251.17438399977982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8773837001063,251.158905999735,251.17438399977982,251.17438399977982,251.17438399977982,251.17438399977982,251.52630419982597,k,0.33833219995722175,None,right,1,12,8,2,30,23,None,240.24486810015514,240.24512580037117,251.52664409996942,251.54068899992853,251.54068899992853,253.0415432001464,253.0415432001464,253.02472379989922,241.74326730007306,241.7433024002239,253.0361806000583,253.0415432001464,253.0415432001464,254.0400478001684,254.0400478001684,254.02480140002444,stimuli/box_coin_transparent.png,242.74333330010995,242.74337409995496,254.0249032001011,254.0400478001684,257.54064749972895,257.52378819976,246.2423118003644,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
49,0,49,space,1.8479798999615014,None,5,2.8734221002086997,None,246.2439363002777,k,0.42505750013515353,None,None,246.69475830020383,246.69503600010648,248.19543420011178,248.19549249997362,249.2089006002061,249.20893430011347,249.2094048000872,,,,,,,0,0,0,0,49,0,49,0,257.54064749972895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2439363002777,257.5254579000175,257.54064749972895,257.54064749972895,257.54064749972895,257.54064749972895,257.97619420010597,k,0.42505750013515353,None,right,1,12,9,2,31,24,None,246.69475830020383,246.69503600010648,257.97655489994213,257.9908559001051,257.9908559001051,259.49486739980057,259.49486739980057,259.47687669983134,248.19543420011178,248.19549249997362,259.48908879980445,259.49486739980057,259.49486739980057,,,260.4903718000278,stimuli/box_coin_transparent.png,249.2089006002061,249.20893430011347,260.4904561000876,260.511006699875,260.511006699875,260.49088359996676,249.2094048000872,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
0,0,0,space,1.8479798999615014,None,5,2.8734221002086997,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.50618090014905,260.511006699875,264.5065203998238,264.50998609978706,264.52309310017154,314.73931939993054,314.7231943998486,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
0,0,0,space,6.350223699584603,None,5,1.5730491997674108,None,0.0017235004343092442,j,0.7172229001298547,None,None,0.7516451003029943,0.7520981002599001,1.7507537002675235,1.7507910002022982,2.750213799998164,2.750249700155109,4.750124600250274,,,,,,,1,0,1,0,0,0,0,0,322.72208300000057,,,,,,,,,,,,,,,,314.7233819998801,314.73931939993054,314.73931939993054,321.1061379997991,space,6.350223699584603,None,321.1062312000431,321.1220211000182,321.1220211000182,322.7053559999913,5,1.5730491997674108,None,0.0017235004343092442,322.7071500001475,322.72208300000057,322.72208300000057,322.72208300000057,322.72208300000057,323.4569410998374,j,0.7172229001298547,None,right,1,14,0,3,31,0,None,0.7516451003029943,0.7520981002599001,323.4575396999717,323.4722126000561,323.4722126000561,324.4726979001425,324.4726979001425,324.4561159997247,1.7507537002675235,1.7507910002022982,324.4649613997899,324.4726979001425,324.4726979001425,325.4713562000543,325.4713562000543,325.4555894997902,stimuli/box_empty_transparent.png,2.750213799998164,2.750249700155109,325.45568129979074,325.4713562000543,327.47593790013343,327.4554997999221,4.750124600250274,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
1,0,1,space,6.350223699584603,None,5,1.5730491997674108,None,4.752052100375295,k,0.3389907004311681,None,None,5.117563700303435,5.117860400117934,6.617709900252521,6.617753700353205,7.633088600356132,7.633124700281769,9.134326900355518,,,,,,,1,0,1,0,1,0,1,0,327.47593790013343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.752052100375295,327.457494399976,327.47593790013343,327.47593790013343,327.47593790013343,327.47593790013343,327.822886900045,k,0.3389907004311681,None,right,1,14,1,3,32,1,None,5.117563700303435,5.117860400117934,327.82329030008987,327.83838320011273,327.83838320011273,329.34008259978145,329.34008259978145,329.3230654001236,6.617709900252521,6.617753700353205,329.33442019997165,329.34008259978145,329.34008259978145,,,330.33846039976925,stimuli/box_coin_transparent.png,7.633088600356132,7.633124700281769,330.3385628000833,330.35456999996677,331.8558108997531,331.83970439992845,9.134326900355518,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
2,0,2,space,6.350223699584603,None,5,1.5730491997674108,None,9.135876800399274,k,0.36280979961156845,None,None,9.517854900099337,9.518152300268412,10.517636900302023,10.517674500122666,11.518077400047332,11.518113700207323,14.517608500085771,,,,,,,1,0,1,0,2,0,2,0,331.8558108997531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.135876800399274,331.84130299976096,331.8558108997531,331.8558108997531,331.8558108997531,331.8558108997531,332.2231839001179,k,0.36280979961156845,None,right,0,14,1,3,33,1,None,9.517854900099337,9.518152300268412,332.2235769997351,332.23921180004254,332.23921180004254,333.23957969993353,333.23957969993353,333.2229991001077,10.517636900302023,10.517674500122666,333.2312742997892,333.23957969993353,333.23957969993353,334.2384056998417,334.2384056998417,334.22345250006765,stimuli/box_empty_transparent.png,11.518077400047332,11.518113700207323,334.22354169981554,334.2384056998417,337.2388749998063,337.2229889999144,14.517608500085771,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
3,0,3,space,6.350223699584603,None,5,1.5730491997674108,None,14.51942540006712,j,0.4331684997305274,None,None,14.984852300025523,14.98523180000484,16.98408760037273,16.984129700344056,17.983939400408417,17.983969300054014,18.99927470041439,,,,,,,1,0,1,0,3,0,3,0,337.2388749998063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51942540006712,337.2248577000573,337.2388749998063,337.2388749998063,337.2388749998063,337.2388749998063,337.6901818001643,j,0.4331684997305274,None,right,0,14,1,3,33,1,None,14.984852300025523,14.98523180000484,337.69065740006045,337.7053478001617,337.7053478001617,339.7051216000691,339.7051216000691,339.68944069975987,16.98408760037273,16.984129700344056,339.6980261998251,339.7051216000691,339.7051216000691,340.7052031997591,340.7052031997591,340.6893188999966,stimuli/box_empty_transparent.png,17.983939400408417,17.983969300054014,340.68939119996503,340.7052031997591,341.7213281998411,341.7046531997621,18.99927470041439,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
