thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,space,5.8082773997448385,None,5,1.7034371998161077,None,106.91385010024533,j,0.5256758998148143,None,None,107.46347839990631,107.46379860024899,108.96306850016117,108.96310740010813,109.96320490026847,109.96323580015451,111.96225610002875,,,,,,,2,0,2,0,22,0,22,0,740.8106045997702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.91385010024533,740.7952133999206,740.8106045997702,740.8106045997702,740.8106045997702,740.8106045997702,741.3447535997257,j,0.5256758998148143,None,left,0,9,2,6,83,12,None,107.46347839990631,107.46379860024899,741.3451605001464,741.3601735997945,741.3601735997945,742.8598432997242,742.8598432997242,742.844367200043,108.96306850016117,108.96310740010813,742.8526810999028,742.8598432997242,742.8598432997242,743.8599600000307,743.8599600000307,743.8445207998157,stimuli/box_empty_transparent.png,109.96320490026847,109.96323580015451,743.8445951999165,743.8599600000307,745.8601361997426,745.8435749001801,111.96225610002875,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
23,0,23,space,5.8082773997448385,None,5,1.7034371998161077,None,111.96405309997499,k,0.2673006998375058,None,None,112.26352450018749,112.2638505003415,113.76298490026966,113.76303100027144,114.76266610017046,114.76269790017977,116.27777429996058,,,,,,,2,0,2,0,23,0,23,0,745.8601361997426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96405309997499,745.8454240998253,745.8601361997426,745.8601361997426,745.8601361997426,745.8601361997426,746.1447844998911,k,0.2673006998375058,None,left,0,9,2,6,83,12,None,112.26352450018749,112.2638505003415,746.1452143997885,746.1600644998252,746.1600644998252,747.6598016000353,747.6598016000353,747.6442744000815,113.76298490026966,113.76303100027144,747.653136999812,747.6598016000353,747.6598016000353,748.65972100012,748.65972100012,748.643980700057,stimuli/box_empty_transparent.png,114.76266610017046,114.76269790017977,748.6440583001822,748.65972100012,750.1757283997722,750.159086199943,116.27777429996058,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
24,0,24,space,5.8082773997448385,None,5,1.7034371998161077,None,116.27996279997751,k,0.25131059996783733,None,None,116.56223660008982,116.5625273999758,118.56244520004839,118.56248390022665,119.56287109991536,119.5629026000388,121.06194710033014,,,,,,,2,0,2,0,24,0,24,0,750.1757283997722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.27996279997751,750.1613404997624,750.1757283997722,750.1757283997722,750.1757283997722,750.1757283997722,750.4434997998178,k,0.25131059996783733,None,left,0,9,2,6,83,12,None,116.56223660008982,116.5625273999758,750.4438951998018,750.4600733998232,750.4600733998232,752.4594868998975,752.4594868998975,752.4437422999181,118.56244520004839,118.56248390022665,752.4528216999024,752.4594868998975,752.4594868998975,753.4596044998616,753.4596044998616,753.4441868001595,stimuli/box_empty_transparent.png,119.56287109991536,119.5629026000388,753.4442623001523,753.4596044998616,754.9599031000398,754.9432655000128,121.06194710033014,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
25,0,25,space,5.8082773997448385,None,5,1.7034371998161077,None,121.06351280026138,j,0.2751561999320984,None,None,121.36318450002,121.36355990031734,122.36275780014694,122.36279470007867,123.36194080021232,123.3619825001806,126.86080839997157,,,,,,,2,0,2,0,25,0,25,0,754.9599031000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.06351280026138,754.9448760999367,754.9599031000398,754.9599031000398,754.9599031000398,754.9599031000398,755.2444330998696,j,0.2751561999320984,None,left,1,9,3,6,84,13,None,121.36318450002,121.36355990031734,755.2449235999957,755.2603897000663,755.2603897000663,756.2595510999672,756.2595510999672,756.2440516999923,122.36275780014694,122.36279470007867,756.2540094000287,756.2595510999672,756.2595510999672,757.2588924998417,757.2588924998417,757.2432507001795,stimuli/box_coin_transparent.png,123.36194080021232,123.3619825001806,757.2433541999198,757.2588924998417,760.7588943997398,760.7421245998703,126.86080839997157,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
26,0,26,space,5.8082773997448385,None,5,1.7034371998161077,None,126.86252880003303,j,0.31289320020005107,None,None,127.19606530014426,127.19644120009616,127.69511980004609,127.69515690021217,128.69484260026366,128.69488590024412,132.1954264002852,,,,,,,2,0,2,0,26,0,26,0,760.7588943997398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.86252880003303,760.7438992997631,760.7588943997398,760.7588943997398,760.7588943997398,760.7588943997398,761.0773402997293,j,0.31289320020005107,None,left,1,9,4,6,85,14,None,127.19606530014426,127.19644120009616,761.0778051000088,761.0925571001135,761.0925571001135,761.5931441001594,761.5931441001594,761.5764200999402,127.69511980004609,127.69515690021217,761.5875800000504,761.5931441001594,761.5931441001594,762.5917806997895,762.5917806997895,762.576149399858,stimuli/box_coin_transparent.png,128.69484260026366,128.69488590024412,762.5762610998936,762.5917806997895,766.0930524999276,766.0767453000881,132.1954264002852,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
27,0,27,space,5.8082773997448385,None,5,1.7034371998161077,None,132.19702900014818,j,0.3211477003060281,None,None,132.54640270024538,132.54679939989,134.0451475000009,134.0451858001761,135.04452520003542,135.04456009995192,136.04490600014105,,,,,,,2,0,2,0,27,0,27,0,766.0930524999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.19702900014818,766.0784004000016,766.0930524999276,766.0930524999276,766.0930524999276,766.0930524999276,766.4276646999642,j,0.3211477003060281,None,left,1,9,5,6,86,15,None,132.54640270024538,132.54679939989,766.4281679000705,766.4428868000396,766.4428868000396,767.9423789000139,767.9423789000139,767.9264465998858,134.0451475000009,134.0451858001761,767.9363783998415,767.9423789000139,767.9423789000139,768.9414880997501,768.9414880997501,768.9258384997956,stimuli/box_coin_transparent.png,135.04452520003542,135.04456009995192,768.9259255998768,768.9414880997501,769.942895299755,769.926224600058,136.04490600014105,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
28,0,28,space,5.8082773997448385,None,5,1.7034371998161077,None,136.0464316001162,j,0.5812349002808332,None,None,136.64609490009025,136.64649640023708,137.6455109003,137.64555600006133,138.64552420005202,138.64555800007656,142.1440102001652,,,,,,,2,0,2,0,28,0,28,0,769.942895299755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0464316001162,769.9277953999117,769.942895299755,769.942895299755,769.942895299755,769.942895299755,770.527373699937,j,0.5812349002808332,None,left,1,9,6,6,87,16,None,136.64609490009025,136.64649640023708,770.5278615001589,770.5430112001486,770.5430112001486,771.5424350998364,771.5424350998364,771.5267953998409,137.6455109003,137.64555600006133,771.5370241999626,771.5424350998364,771.5424350998364,772.5424146000296,772.5424146000296,772.5268370998092,stimuli/box_coin_transparent.png,138.64552420005202,138.64555800007656,772.526922499761,772.5424146000296,776.0418485999107,776.025326800067,142.1440102001652,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
29,0,29,space,5.8082773997448385,None,5,1.7034371998161077,None,142.14574739988893,k,0.31485879980027676,None,None,142.47967700008303,142.48039390007034,144.47885460034013,144.47889119992033,145.49443829990923,145.49447800032794,146.49375250004232,,,,,,,2,0,2,0,29,0,29,0,776.0418485999107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.14574739988893,776.0271370997652,776.0418485999107,776.0418485999107,776.0418485999107,776.0418485999107,776.3609441998415,k,0.31485879980027676,None,left,1,9,6,6,87,16,None,142.47967700008303,142.48039390007034,776.3617564998567,776.3758696997538,776.3758696997538,778.37816559989,778.37816559989,778.3601537998766,144.47885460034013,144.47889119992033,778.3682558997534,778.37816559989,778.37816559989,,,779.3757464000955,stimuli/box_empty_transparent.png,145.49443829990923,145.49447800032794,779.3758614999242,779.3920601001009,780.391679099761,780.3750653997995,146.49375250004232,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
30,0,30,space,5.8082773997448385,None,5,1.7034371998161077,None,146.49632559996098,k,0.32177310017868876,None,None,146.84468699991703,146.84498020028695,147.84526060009375,147.84529970027506,148.84529040008783,148.8453255998902,149.8446893002838,,,,,,,2,0,2,0,30,0,30,0,780.391679099761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.49632559996098,780.3777028000914,780.391679099761,780.391679099761,780.391679099761,780.391679099761,780.7259494001046,k,0.32177310017868876,None,left,1,9,6,6,87,16,None,146.84468699991703,146.84498020028695,780.7263650000095,780.741803099867,780.741803099867,781.7421042998321,781.7421042998321,781.7265596999787,147.84526060009375,147.84529970027506,781.7348084999248,781.7421042998321,781.7421042998321,782.7420210000128,782.7420210000128,782.7266012001783,stimuli/box_empty_transparent.png,148.84529040008783,148.8453255998902,782.726690299809,782.7420210000128,783.7419242998585,783.7260094000958,149.8446893002838,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
31,0,31,space,5.8082773997448385,None,5,1.7034371998161077,None,149.84612959995866,j,0.3221885999664664,None,None,150.19571840018034,150.19608240015805,153.19389660004526,153.19394130026922,154.19451790023595,154.1945620002225,156.6942974999547,,,,,,,2,0,2,0,31,0,31,0,783.7419242998585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.84612959995866,783.7274926998653,783.7419242998585,783.7419242998585,783.7419242998585,783.7419242998585,784.0769937997684,j,0.3221885999664664,None,left,1,9,7,6,88,17,None,150.19571840018034,150.19608240015805,784.0774463997222,784.0922352997586,784.0922352997586,787.0918546998873,787.0918546998873,787.0751908998936,153.19389660004526,153.19394130026922,787.0864078998566,787.0918546998873,787.0918546998873,,,788.0758217000403,stimuli/box_coin_transparent.png,154.19451790023595,154.1945620002225,788.0759438001551,788.0916809998453,790.5918868998997,790.575616300106,156.6942974999547,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
32,0,32,space,5.8082773997448385,None,5,1.7034371998161077,None,156.6957609001547,j,0.35604869993403554,None,None,157.0790531001985,157.07938140025362,158.0784710003063,158.07851450005546,159.07699730014428,159.07703630020842,160.0788425002247,,,,,,,2,0,2,0,32,0,32,0,790.5918868998997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.6957609001547,790.5771241001785,790.5918868998997,790.5918868998997,790.5918868998997,790.5918868998997,790.9603281999007,j,0.35604869993403554,None,left,1,9,8,6,89,18,None,157.0790531001985,157.07938140025362,790.960742900148,790.9759680000134,790.9759680000134,791.9750374997966,791.9750374997966,791.9597606998868,158.0784710003063,158.07851450005546,791.9695747001097,791.9750374997966,791.9750374997966,792.9740237998776,792.9740237998776,792.9583068001084,stimuli/box_coin_transparent.png,159.07699730014428,159.07703630020842,792.9584046001546,792.9740237998776,793.9754825998098,793.9601631998084,160.0788425002247,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
33,0,33,space,5.8082773997448385,None,5,1.7034371998161077,None,160.08037180034444,j,0.4750882997177541,None,None,160.57944420026615,160.57977330032736,162.57838500011712,162.57843000022694,163.57780490024015,163.57783570000902,165.07634130027145,,,,,,,2,0,2,0,33,0,33,0,793.9754825998098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.08037180034444,793.961736000143,793.9754825998098,793.9754825998098,793.9754825998098,793.9754825998098,794.4607218001038,j,0.4750882997177541,None,left,1,9,9,6,90,19,None,160.57944420026615,160.57977330032736,794.4611347997561,794.4751570001245,794.4751570001245,796.4754784000106,796.4754784000106,796.4596790000796,162.57838500011712,162.57843000022694,796.470242000185,796.4754784000106,796.4754784000106,797.4744159998372,797.4744159998372,797.4591212999076,stimuli/box_coin_transparent.png,163.57780490024015,163.57783570000902,797.4591951998882,797.4744159998372,798.9743305998854,798.9576575998217,165.07634130027145,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
34,0,34,space,5.8082773997448385,None,5,1.7034371998161077,None,165.07806640025228,j,0.3471943000331521,None,None,165.4456823002547,165.44608810031787,168.4449987001717,168.44503620034084,169.44535920023918,169.4453889001161,171.94415170000866,,,,,,,2,0,2,0,34,0,34,0,798.9743305998854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.07806640025228,798.9594375998713,798.9743305998854,798.9743305998854,798.9743305998854,798.9743305998854,799.3269440997392,j,0.3471943000331521,None,right,1,11,0,7,90,19,None,165.4456823002547,165.44608810031787,799.3274559997953,799.3422554000281,799.3422554000281,802.3420380000025,802.3420380000025,802.3262964999303,168.4449987001717,168.44503620034084,802.3344115000218,802.3420380000025,802.3420380000025,803.3414404001087,803.3414404001087,803.3266769000329,stimuli/box_empty_transparent.png,169.44535920023918,169.4453889001161,803.3267481001094,803.3414404001087,805.8417591000907,805.8254677001387,171.94415170000866,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
35,0,35,space,5.8082773997448385,None,5,1.7034371998161077,None,171.9457121999003,k,0.25324530014768243,None,None,172.2283522998914,172.2286191000603,173.7276234002784,173.72766100009903,174.72778620012105,174.72782310005277,175.74377420032397,,,,,,,2,0,2,0,35,0,35,0,805.8417591000907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9457121999003,805.8270764001645,805.8417591000907,805.8417591000907,805.8417591000907,805.8417591000907,806.1096298000775,k,0.25324530014768243,None,right,1,11,1,7,91,20,None,172.2283522998914,172.2286191000603,806.1099795000628,806.1250081998296,806.1250081998296,807.6246440997347,807.6246440997347,807.6089214999229,173.7276234002784,173.72766100009903,807.6185964001343,807.6246440997347,807.6246440997347,808.6260727997869,808.6260727997869,808.6090991999954,stimuli/box_coin_transparent.png,174.72778620012105,174.72782310005277,808.6091891000979,808.6260727997869,809.6411835001782,809.6250939001329,175.74377420032397,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
36,0,36,space,5.8082773997448385,None,5,1.7034371998161077,None,175.74526569992304,j,0.8926849002018571,None,None,176.66044769994915,176.66078480007127,178.1609698999673,178.16100730001926,179.16078560007736,179.16081760032102,182.65953489998356,,,,,,,2,0,2,0,36,0,36,0,809.6411835001782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.74526569992304,809.6266291001812,809.6411835001782,809.6411835001782,809.6411835001782,809.6411835001782,810.5417264001444,j,0.8926849002018571,None,right,1,11,1,7,91,20,None,176.66044769994915,176.66078480007127,810.5421541999094,810.557420999743,810.557420999743,812.0578274000436,812.0578274000436,812.0422664000653,178.1609698999673,178.16100730001926,812.0505599998869,812.0578274000436,812.0578274000436,813.0575410998426,813.0575410998426,813.0421015997417,stimuli/box_empty_transparent.png,179.16078560007736,179.16081760032102,813.0421778000891,813.0575410998426,816.5575994001701,816.5408533001319,182.65953489998356,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
37,0,37,space,5.8082773997448385,None,5,1.7034371998161077,None,182.66099209990352,k,0.3125469000078738,None,None,182.9941805000417,182.99446170032024,184.99413010012358,184.99418210005388,185.99436380015686,185.99440419999883,186.9939267002046,,,,,,,2,0,2,0,37,0,37,0,816.5575994001701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.66099209990352,816.5423575998284,816.5575994001701,816.5575994001701,816.5575994001701,816.5575994001701,816.8754571001045,k,0.3125469000078738,None,right,1,11,2,7,92,21,None,182.9941805000417,182.99446170032024,816.8758243997581,816.8911294001155,816.8911294001155,818.891260900069,818.891260900069,818.8754281997681,184.99413010012358,184.99418210005388,818.886157900095,818.891260900069,818.891260900069,,,819.8756749001332,stimuli/box_coin_transparent.png,185.99436380015686,185.99440419999883,819.8757758000866,819.8909892998636,820.8911927998997,820.8752452000044,186.9939267002046,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
38,0,38,space,5.8082773997448385,None,5,1.7034371998161077,None,186.99546110024676,k,0.35497809993103147,None,None,187.37779520032927,187.37806020025164,188.37621270027012,188.37625640025362,189.3769669001922,189.3770106001757,190.87744180019945,,,,,,,2,0,2,0,38,0,38,0,820.8911927998997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.99546110024676,820.8768247999251,820.8911927998997,820.8911927998997,820.8911927998997,820.8911927998997,821.2590716998093,k,0.35497809993103147,None,right,0,11,2,7,93,21,None,187.37779520032927,187.37806020025164,821.2594217997976,821.2742933998816,821.2742933998816,822.2740568001755,822.2740568001755,822.2575007998385,188.37621270027012,188.37625640025362,822.2663300000131,822.2740568001755,822.2740568001755,,,823.2582698999904,stimuli/box_empty_transparent.png,189.3769669001922,189.3770106001757,823.2583864000626,823.2731427000836,824.7746147997677,824.758760499768,190.87744180019945,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
39,0,39,space,5.8082773997448385,None,5,1.7034371998161077,None,190.87892090016976,j,0.4534779996611178,None,None,191.36047059996054,191.3608230999671,192.36056630034,192.36060470016673,193.3607169003226,193.36075149988756,194.35876580001786,,,,,,,2,0,2,0,39,0,39,0,824.7746147997677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.87892090016976,824.7602838999592,824.7746147997677,824.7746147997677,824.7746147997677,824.7746147997677,825.2417289000005,j,0.4534779996611178,None,right,0,11,2,7,93,21,None,191.36047059996054,191.3608230999671,825.2421866999939,825.2570267999545,825.2570267999545,826.2573985997587,826.2573985997587,826.2418643999845,192.36056630034,192.36060470016673,826.2500742999837,826.2573985997587,826.2573985997587,827.2570012998767,827.2570012998767,827.242031400092,stimuli/box_empty_transparent.png,193.3607169003226,193.36075149988756,827.2421144000255,827.2570012998767,828.2568739000708,828.2400787998922,194.35876580001786,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
40,0,40,space,5.8082773997448385,None,5,1.7034371998161077,None,194.3613448999822,k,0.3261399995535612,None,None,194.7128273001872,194.71313890023157,196.21075640013441,196.21079780021682,197.21022529993206,197.21026080008596,198.20973270013928,,,,,,,2,0,2,0,40,0,40,0,828.2568739000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3613448999822,828.2427229997702,828.2568739000708,828.2568739000708,828.2568739000708,828.2568739000708,828.5941033000126,k,0.3261399995535612,None,right,1,11,3,7,94,22,None,194.7128273001872,194.71313890023157,828.5945028001443,828.6070793997496,828.6070793997496,830.1081741000526,830.1081741000526,830.0920484997332,196.21075640013441,196.21079780021682,830.1030856999569,830.1081741000526,830.1081741000526,831.1070504998788,831.1070504998788,831.0915370001458,stimuli/box_coin_transparent.png,197.21022529993206,197.21026080008596,831.091626000125,831.1070504998788,832.1072975997813,832.0910521000624,198.20973270013928,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
41,0,41,space,5.8082773997448385,None,5,1.7034371998161077,None,198.21141600003466,k,0.25255020009353757,None,None,198.49391179997474,198.49415200017393,199.49377970024943,199.4938222002238,200.50882920017466,200.50886439997703,203.50985309993848,,,,,,,2,0,2,0,41,0,41,0,832.1072975997813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.21141600003466,832.0927963000722,832.1072975997813,832.1072975997813,832.1072975997813,832.1072975997813,832.3751890999265,k,0.25255020009353757,None,right,1,11,4,7,95,23,None,198.49391179997474,198.49415200017393,832.3755132001825,832.3909852001816,832.3909852001816,833.3913849000819,833.3913849000819,833.3750718999654,199.49377970024943,199.4938222002238,833.3861295999959,833.3913849000819,833.3913849000819,,,834.390134899877,stimuli/box_coin_transparent.png,200.50882920017466,200.50886439997703,834.3902321001515,834.4061843999662,837.4072158001363,837.391165799927,203.50985309993848,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
42,0,42,space,5.8082773997448385,None,5,1.7034371998161077,None,203.51185679994524,k,0.43082140013575554,None,None,203.96093029994518,203.96124640014023,205.95928080007434,205.95932159991935,206.95964509993792,206.95968230022117,210.45913900015876,,,,,,,2,0,2,0,42,0,42,0,837.4072158001363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.51185679994524,837.3932217997499,837.4072158001363,837.4072158001363,837.4072158001363,837.4072158001363,837.8421904998831,k,0.43082140013575554,None,right,1,11,5,7,96,24,None,203.96093029994518,203.96124640014023,837.8426133999601,837.8569979001768,837.8569979001768,839.8569438997656,839.8569438997656,839.8405725001357,205.95928080007434,205.95932159991935,839.8511187997647,839.8569438997656,839.8569438997656,,,840.8409553999081,stimuli/box_coin_transparent.png,206.95964509993792,206.95968230022117,840.84104999993,840.856963200029,844.3566109999083,844.3404604000971,210.45913900015876,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
43,0,43,space,5.8082773997448385,None,5,1.7034371998161077,None,210.4605956999585,k,0.6149868001230061,None,None,211.09407230000943,211.09433750016615,212.09212250029668,212.09216490015388,213.0933635002002,213.09339640010148,215.0923762000166,,,,,,,2,0,2,0,43,0,43,0,844.3566109999083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.4605956999585,844.3419586997479,844.3566109999083,844.3566109999083,844.3566109999083,844.3566109999083,844.9753478998318,k,0.6149868001230061,None,right,1,11,6,7,97,25,None,211.09407230000943,211.09433750016615,844.9756987998262,844.9905214998871,844.9905214998871,845.990084500052,845.990084500052,845.9734191000462,212.09212250029668,212.09216490015388,845.9836018998176,845.990084500052,845.990084500052,,,846.9746773997322,stimuli/box_coin_transparent.png,213.0933635002002,213.09339640010148,846.9747588001192,846.990078299772,848.9906113999896,848.9736959999427,215.0923762000166,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
44,0,44,space,5.8082773997448385,None,5,1.7034371998161077,None,215.09390449989587,k,0.39136260002851486,None,None,215.509265600238,215.50950290029868,218.00859449990094,218.00863830000162,219.00917130010203,219.00920740002766,221.00939500005916,,,,,,,2,0,2,0,44,0,44,0,848.9906113999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.09390449989587,848.9752676999196,848.9906113999896,848.9906113999896,848.9906113999896,848.9906113999896,849.3905393998139,k,0.39136260002851486,None,right,1,11,7,7,98,26,None,215.509265600238,215.50950290029868,849.3908639000729,849.4061972000636,849.4061972000636,851.9064768999815,851.9064768999815,851.8898887997493,218.00859449990094,218.00863830000162,851.9003419000655,851.9064768999815,851.9064768999815,,,852.890482599847,stimuli/box_coin_transparent.png,219.00917130010203,219.00920740002766,852.8905755998567,852.9071716000326,854.9071653997526,854.8907107999548,221.00939500005916,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
45,0,45,space,5.8082773997448385,None,5,1.7034371998161077,None,221.0108937001787,k,0.2993029998615384,None,None,221.327072000131,221.32738910010085,222.33047020016238,222.33051489992067,223.33028060011566,223.33031699992716,224.32890840014443,,,,,,,2,0,2,0,45,0,45,0,854.9071653997526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0108937001787,854.8922574999742,854.9071653997526,854.9071653997526,854.9071653997526,854.9071653997526,855.2083326997235,k,0.2993029998615384,None,right,0,11,7,7,99,26,None,221.327072000131,221.32738910010085,855.2087634997442,855.2235560999252,855.2235560999252,856.2276308001019,856.2276308001019,856.2117616999894,222.33047020016238,222.33051489992067,856.2203767998144,856.2276308001019,856.2276308001019,857.2268234998919,857.2268234998919,857.2115933997557,stimuli/box_empty_transparent.png,223.33028060011566,223.33031699992716,857.2116827997379,857.2268234998919,858.2270630998537,858.2102286997251,224.32890840014443,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
