thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
1,0,1,space,4.738483099732548,None,5,1.9088467000983655,None,4.434747399762273,k,0.28969959961250424,None,None,4.750120799988508,4.750488999765366,6.250784600153565,6.250822300091386,7.250481199938804,7.250511500053108,8.749875799752772,,,,,,,1,0,1,0,1,0,1,0,321.62767230020836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.434747399762273,321.6129013001919,321.62767230020836,321.62767230020836,321.62767230020836,321.62767230020836,321.9281422998756,k,0.28969959961250424,None,right,1,13,1,3,34,1,None,4.750120799988508,4.750488999765366,321.928656199947,321.94342510029674,321.94342510029674,323.4442194001749,323.4442194001749,323.42887140018865,6.250784600153565,6.250822300091386,323.43887190008536,323.4442194001749,323.4442194001749,324.44423930021003,324.44423930021003,324.42858990002424,stimuli/box_coin_transparent.png,7.250481199938804,7.250511500053108,324.4286612002179,324.44423930021003,325.94633160019293,325.9279820001684,8.749875799752772,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
2,0,2,space,4.738483099732548,None,5,1.9088467000983655,None,8.751344599761069,k,0.330672699958086,None,None,9.101247100159526,9.101597900036722,10.10043720016256,10.10047599999234,11.099539499729872,11.099570400081575,14.09920179983601,,,,,,,1,0,1,0,2,0,2,0,325.94633160019293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.751344599761069,325.92949810018763,325.94633160019293,325.94633160019293,325.94633160019293,325.94633160019293,326.27929909992963,k,0.330672699958086,None,right,0,13,1,3,35,1,None,9.101247100159526,9.101597900036722,326.2797524998896,326.2943405001424,326.2943405001424,327.29384749988094,327.29384749988094,327.27852569986135,10.10043720016256,10.10047599999234,327.2868781001307,327.29384749988094,327.29384749988094,328.2935704002157,328.2935704002157,328.27764460025355,stimuli/box_empty_transparent.png,11.099539499729872,11.099570400081575,328.2777216001414,328.2935704002157,331.2936668000184,331.2773122000508,14.09920179983601,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
3,0,3,space,4.738483099732548,None,5,1.9088467000983655,None,14.100724900141358,k,0.3848178996704519,None,None,14.517375099938363,14.517674500122666,16.532343300059438,16.53238740004599,17.532889499794692,17.53292609984055,18.532628499902785,,,,,,,1,0,1,0,3,0,3,0,331.2936668000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.100724900141358,331.27889270009473,331.2936668000184,331.2936668000184,331.2936668000184,331.2936668000184,331.6954443003051,k,0.3848178996704519,None,right,1,13,2,3,36,2,None,14.517375099938363,14.517674500122666,331.69583179987967,331.7111378000118,331.7111378000118,333.7274957001209,333.7274957001209,333.7104281000793,16.532343300059438,16.53238740004599,333.7219787999056,333.7274957001209,333.7274957001209,,,334.71098970016465,stimuli/box_coin_transparent.png,17.532889499794692,17.53292609984055,334.71108440030366,334.72681270027533,335.72709150006995,335.7107386002317,18.532628499902785,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
4,0,4,space,4.738483099732548,None,5,1.9088467000983655,None,18.534082400146872,j,0.5476261000148952,None,None,19.100343899801373,19.10075950017199,20.100412199739367,20.1004511998035,21.099504800047725,21.099535999819636,23.599270099774003,,,,,,,1,0,1,0,4,0,4,0,335.72709150006995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.534082400146872,335.7122363001108,335.72709150006995,335.72709150006995,335.72709150006995,335.72709150006995,336.2783985999413,j,0.5476261000148952,None,right,1,13,2,3,36,2,None,19.100343899801373,19.10075950017199,336.2789179002866,336.2942866999656,336.2942866999656,337.2934798998758,337.2934798998758,337.27849860023707,20.100412199739367,20.1004511998035,337.2867234000005,337.2934798998758,337.2934798998758,338.29347580019385,338.29347580019385,338.2776116002351,stimuli/box_empty_transparent.png,21.099504800047725,21.099535999819636,338.27768620010465,338.29347580019385,340.7943828999996,340.77737849997357,23.599270099774003,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
5,0,5,space,4.738483099732548,None,5,1.9088467000983655,None,23.600702200084925,k,0.25063670007511973,None,None,23.883742399979383,23.884044100064784,27.382235900033265,27.38228809973225,28.382572500035167,28.382603500038385,30.382541600149125,,,,,,,1,0,1,0,5,0,5,0,340.7943828999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.600702200084925,340.77885610004887,340.7943828999996,340.7943828999996,340.7943828999996,340.7943828999996,341.06179889990017,k,0.25063670007511973,None,right,0,13,2,3,37,2,None,23.883742399979383,23.884044100064784,341.06220080005005,341.0773463998921,341.0773463998921,344.57660759985447,344.57660759985447,344.5602966998704,27.382235900033265,27.38228809973225,344.57081479998305,344.57660759985447,344.57660759985447,345.5770757002756,345.5770757002756,345.560678999871,stimuli/box_empty_transparent.png,28.382572500035167,28.382603500038385,345.5607532998547,345.5770757002756,347.57702419999987,347.5606476999819,30.382541600149125,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
6,0,6,space,4.738483099732548,None,5,1.9088467000983655,None,30.384060599841177,k,0.3673564996570349,None,None,30.78710009995848,30.787424399983138,31.782758600078523,31.782809699885547,32.782521499786526,32.78256529988721,33.781581999734044,,,,,,,1,0,1,0,6,0,6,0,347.57702419999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.384060599841177,347.5622147000395,347.57702419999987,347.57702419999987,347.57702419999987,347.57702419999987,347.96514980029315,k,0.3673564996570349,None,right,1,13,3,3,38,3,None,30.78710009995848,30.787424399983138,347.96558290021494,347.97714499989524,347.97714499989524,348.9767509000376,348.9767509000376,348.96083929995075,31.782758600078523,31.782809699885547,348.9712856998667,348.9767509000376,348.9767509000376,349.97647539991885,349.97647539991885,349.96061909990385,stimuli/box_coin_transparent.png,32.782521499786526,32.78256529988721,349.9607245000079,349.97647539991885,350.9764844002202,350.9596859002486,33.781581999734044,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
7,0,7,space,4.738483099732548,None,5,1.9088467000983655,None,33.78352449974045,j,1.1654015998356044,None,None,34.966924199834466,34.96731470013037,36.96635239990428,36.966391699854285,37.96611069981009,37.96614070003852,39.96514069987461,,,,,,,1,0,1,0,7,0,7,0,350.9764844002202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78352449974045,350.96168900001794,350.9764844002202,350.9764844002202,350.9764844002202,350.9764844002202,352.1449764999561,j,1.1654015998356044,None,right,1,13,3,3,38,3,None,34.966924199834466,34.96731470013037,352.14546919986606,352.1599749000743,352.1599749000743,354.15978490002453,354.15978490002453,354.14443990029395,36.96635239990428,36.966391699854285,354.1524932999164,354.15978490002453,354.15978490002453,355.1596576999873,355.1596576999873,355.1442179000005,stimuli/box_empty_transparent.png,37.96611069981009,37.96614070003852,355.1442897999659,355.1596576999873,357.1602138001472,357.1432505999692,39.96514069987461,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
8,0,8,space,4.738483099732548,None,5,1.9088467000983655,None,39.966612100135535,k,0.4624955002218485,None,None,40.450088900048286,40.450356000103056,43.449085500091314,43.44912240002304,44.44795970013365,44.44798889989033,45.94850570010021,,,,,,,1,0,1,0,8,0,8,0,357.1602138001472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.966612100135535,357.14476850023493,357.1602138001472,357.1602138001472,357.1602138001472,357.1602138001472,357.6281526000239,k,0.4624955002218485,None,right,1,13,4,3,39,4,None,40.450088900048286,40.450356000103056,357.6285076001659,357.6431346000172,357.6431346000172,360.6429976001382,360.6429976001382,360.6271724002436,43.449085500091314,43.44912240002304,360.6370663000271,360.6429976001382,360.6429976001382,361.6418254999444,361.6418254999444,361.6260685999878,stimuli/box_coin_transparent.png,44.44795970013365,44.44798889989033,361.6261386000551,361.6418254999444,363.1431347001344,363.1266171000898,45.94850570010021,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
9,0,9,space,4.738483099732548,None,5,1.9088467000983655,None,45.950219499878585,k,0.5176682001911104,None,None,46.4994202000089,46.49969339976087,47.99871189985424,47.99875049991533,48.99870530003682,48.99873619992286,50.997802400030196,,,,,,,1,0,1,0,9,0,9,0,363.1431347001344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.950219499878585,363.12837300030515,363.1431347001344,363.1431347001344,363.1431347001344,363.1431347001344,363.67748800013214,k,0.5176682001911104,None,right,1,13,5,3,40,5,None,46.4994202000089,46.49969339976087,363.6778450999409,363.69318850012496,363.69318850012496,365.1925440998748,365.1925440998748,365.1767997001298,47.99871189985424,47.99875049991533,365.1866524000652,365.1925440998748,365.1925440998748,366.1921339002438,366.1921339002438,366.17681269999593,stimuli/box_coin_transparent.png,48.99870530003682,48.99873619992286,366.17688609985635,366.1921339002438,368.1924919001758,368.175912800245,50.997802400030196,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
10,0,10,space,4.738483099732548,None,5,1.9088467000983655,None,50.999379499815404,k,0.37402570014819503,None,None,51.400041699875146,51.40034539997578,52.89836059976369,52.89840319985524,53.89847130002454,53.898507200181484,54.897561399731785,,,,,,,1,0,1,0,10,0,10,0,368.1924919001758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.999379499815404,368.17753450013697,368.1924919001758,368.1924919001758,368.1924919001758,368.1924919001758,368.5780930998735,k,0.37402570014819503,None,right,1,13,6,3,41,6,None,51.400041699875146,51.40034539997578,368.57850810000673,368.59323500003666,368.59323500003666,370.09267360018566,370.09267360018566,370.0764419999905,52.89836059976369,52.89840319985524,370.0864897002466,370.09267360018566,370.09267360018566,371.0922774001956,371.0922774001956,371.07657429995015,stimuli/box_coin_transparent.png,53.89847130002454,53.898507200181484,371.07666260004044,371.0922774001956,372.09226529998705,372.0756684001535,54.897561399731785,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
11,0,11,space,4.738483099732548,None,5,1.9088467000983655,None,54.89935899991542,k,0.5387488002888858,None,None,55.46545259980485,55.465712800156325,57.464515999890864,57.46456180000678,58.46462620003149,58.46466920012608,59.96425019996241,,,,,,,1,0,1,0,11,0,11,0,372.09226529998705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.89935899991542,372.077517000027,372.09226529998705,372.09226529998705,372.09226529998705,372.09226529998705,372.6435023001395,k,0.5387488002888858,None,right,1,13,7,3,42,7,None,55.46545259980485,55.465712800156325,372.64386609988287,372.65875050006434,372.65875050006434,374.6589838000946,374.6589838000946,374.64259820012376,57.464515999890864,57.46456180000678,374.65382650028914,374.6589838000946,374.6589838000946,375.658142299857,375.658142299857,375.64272570004687,stimuli/box_coin_transparent.png,58.46462620003149,58.46466920012608,375.6428388999775,375.658142299857,377.1591221000999,377.142360100057,59.96425019996241,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
12,0,12,space,4.738483099732548,None,5,1.9088467000983655,None,59.965723199769855,k,0.3049301002174616,None,None,60.298173299990594,60.298432199750096,61.29880450014025,61.298864900134504,62.29819669993594,62.29823570000008,65.29999870015308,,,,,,,1,0,1,0,12,0,12,0,377.1591221000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.965723199769855,377.1438778000884,377.1591221000999,377.1591221000999,377.1591221000999,377.1591221000999,377.47624260000885,k,0.3049301002174616,None,right,0,13,7,3,43,7,None,60.298173299990594,60.298432199750096,377.47658420028165,377.4920946001075,377.4920946001075,378.4923890000209,378.4923890000209,378.47686839988455,61.29880450014025,61.298864900134504,378.4852150999941,378.4923890000209,378.4923890000209,379.49164809985086,379.49164809985086,379.47629880020395,stimuli/box_empty_transparent.png,62.29819669993594,62.29823570000008,379.47639450011775,379.49164809985086,382.4918184000999,382.47810580022633,65.29999870015308,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
13,0,13,space,4.738483099732548,None,5,1.9088467000983655,None,65.30178020009771,j,0.3609046000055969,None,None,65.68287400016561,65.68327460018918,66.18211509985849,66.18215999985114,67.18120069988072,67.18123740004376,69.18214350007474,,,,,,,1,0,1,0,13,0,13,0,382.4918184000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.30178020009771,382.4799426998943,382.4918184000999,382.4918184000999,382.4918184000999,382.4918184000999,382.8609275002964,j,0.3609046000055969,None,right,0,13,7,3,43,7,None,65.68287400016561,65.68327460018918,382.8614338003099,382.8759423000738,382.8759423000738,383.3756026001647,383.3756026001647,383.3601957000792,66.18211509985849,66.18215999985114,383.36843710020185,383.3756026001647,383.3756026001647,384.3760764999315,384.3760764999315,384.35930490028113,stimuli/box_empty_transparent.png,67.18120069988072,67.18123740004376,384.35939300013706,384.3760764999315,386.3759793001227,386.3602545000613,69.18214350007474,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
14,0,14,space,4.738483099732548,None,5,1.9088467000983655,None,69.1836461997591,k,0.3250675001181662,None,None,69.53147970000282,69.53179530007765,71.0313360998407,71.03138320008293,72.03190119983628,72.0319373998791,73.04860639991239,,,,,,,1,0,1,0,14,0,14,0,386.3759793001227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1836461997591,386.3618002003059,386.3759793001227,386.3759793001227,386.3759793001227,386.3759793001227,386.70950150024146,k,0.3250675001181662,None,right,0,13,7,3,44,7,None,69.53147970000282,69.53179530007765,386.70995549997315,386.72522670030594,386.72522670030594,388.2253096001223,388.2253096001223,388.2094155000523,71.0313360998407,71.03138320008293,388.21800970006734,388.2253096001223,388.2253096001223,389.22574590006843,389.22574590006843,389.2100046998821,stimuli/box_empty_transparent.png,72.03190119983628,72.0319373998791,389.2100936998613,389.22574590006843,390.2416135002859,390.2267093001865,73.04860639991239,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
15,0,15,space,4.738483099732548,None,5,1.9088467000983655,None,73.05032380018383,k,0.5232629999518394,None,None,73.59859010018408,73.59885750012472,74.5982623999007,74.59830219997093,75.59828880010173,75.59832479991019,77.59778989991173,,,,,,,1,0,1,0,15,0,15,0,390.2416135002859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.05032380018383,390.228479700163,390.2416135002859,390.2416135002859,390.2416135002859,390.2416135002859,390.776659599971,k,0.5232629999518394,None,right,1,13,8,3,45,8,None,73.59859010018408,73.59885750012472,390.77701009996235,390.7916798000224,390.7916798000224,391.791965899989,391.791965899989,391.7763506001793,74.5982623999007,74.59830219997093,391.78634840017185,391.791965899989,391.791965899989,392.79159429995343,392.79159429995343,392.7763927001506,stimuli/box_coin_transparent.png,75.59828880010173,75.59832479991019,392.7764804000035,392.79159429995343,394.79246650030836,394.7758976998739,77.59778989991173,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
16,0,16,space,4.738483099732548,None,5,1.9088467000983655,None,77.59953319979832,k,0.3911880003288388,None,None,78.01506459992379,78.01533129997551,80.01535720005631,80.01540260016918,81.0145891001448,81.01462179981172,82.01428620005026,,,,,,,1,0,1,0,16,0,16,0,394.79246650030836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.59953319979832,394.77769290003926,394.79246650030836,394.79246650030836,394.79246650030836,394.79246650030836,395.1931346002966,k,0.3911880003288388,None,right,1,13,9,3,46,9,None,78.01506459992379,78.01533129997551,395.1934831002727,395.20928290020674,395.20928290020674,397.20877130003646,397.20877130003646,397.19344050018117,80.01535720005631,80.01540260016918,397.2038213000633,397.20877130003646,397.20877130003646,398.2086300998926,398.2086300998926,398.1926958998665,stimuli/box_coin_transparent.png,81.0145891001448,81.01462179981172,398.19277170021087,398.2086300998926,399.20981170004234,399.192396200262,82.01428620005026,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
17,0,17,space,4.738483099732548,None,5,1.9088467000983655,None,82.01572370016947,k,0.396161699667573,None,None,82.43149839993566,82.43175810016692,83.43130740011111,83.43135639978573,84.44659329997376,84.44662800012156,85.4472884000279,,,,,,,1,0,1,0,17,0,17,0,399.20981170004234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.01572370016947,399.1938768001273,399.20981170004234,399.20981170004234,399.20981170004234,399.20981170004234,399.6095676999539,k,0.396161699667573,None,right,1,13,10,3,47,10,None,82.43149839993566,82.43175810016692,399.6099089998752,399.6251111999154,399.6251111999154,400.62760270014405,400.62760270014405,400.60939590027556,83.43130740011111,83.43135639978573,400.6191626000218,400.62760270014405,400.62760270014405,,,401.6246944000013,stimuli/box_coin_transparent.png,84.44659329997376,84.44662800012156,401.62479560030624,401.64064090000466,402.6421167999506,402.6253973999992,85.4472884000279,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
18,0,18,space,4.738483099732548,None,5,1.9088467000983655,None,85.4489366998896,k,0.446775000076741,None,None,85.91522119985893,85.91548560000956,89.41493589989841,89.41497319983318,90.41332820011303,90.41336480015889,92.4138779998757,,,,,,,1,0,1,0,18,0,18,0,402.6421167999506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4489366998896,402.6270906999707,402.6421167999506,402.6421167999506,402.6421167999506,402.6421167999506,403.0932746999897,k,0.446775000076741,None,right,1,13,11,3,48,11,None,85.91522119985893,85.91548560000956,403.09363760007545,403.10882449988276,403.10882449988276,406.6079477001913,406.6079477001913,406.593024100177,89.41493589989841,89.41497319983318,406.6027577999048,406.6079477001913,406.6079477001913,407.60711990017444,407.60711990017444,407.5914313001558,stimuli/box_coin_transparent.png,90.41332820011303,90.41336480015889,407.59152070013806,407.60711990017444,409.60908390022814,409.5919845001772,92.4138779998757,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
19,0,19,space,4.738483099732548,None,5,1.9088467000983655,None,92.41549339983612,k,0.40495359990745783,None,None,92.84818540001288,92.8485034997575,93.84760059975088,93.84763830015436,94.84742709994316,94.84745839983225,96.34597560018301,,,,,,,1,0,1,0,19,0,19,0,409.60908390022814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41549339983612,409.59364720014855,409.60908390022814,409.60908390022814,409.60908390022814,409.60908390022814,410.0262541999109,k,0.40495359990745783,None,right,1,13,12,3,49,12,None,92.84818540001288,92.8485034997575,410.02665639994666,410.0417442000471,410.0417442000471,411.04148819996044,411.04148819996044,411.0256890999153,93.84760059975088,93.84763830015436,411.03598969988525,411.04148819996044,411.04148819996044,412.0406416999176,412.0406416999176,412.02553360024467,stimuli/box_coin_transparent.png,94.84742709994316,94.84745839983225,412.02560870023444,412.0406416999176,413.5408943002112,413.5240787002258,96.34597560018301,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
20,0,20,space,4.738483099732548,None,5,1.9088467000983655,None,96.3481838000007,k,0.6036257999949157,None,None,96.9815969998017,96.98186279973015,98.98013379983604,98.98017589980736,99.97977809980512,99.97981989989057,101.97913079988211,,,,,,,1,0,1,0,20,0,20,0,413.5408943002112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3481838000007,413.5263514001854,413.5408943002112,413.5408943002112,413.5408943002112,413.5408943002112,414.1596659999341,k,0.6036257999949157,None,right,1,13,13,3,50,13,None,96.9815969998017,96.98186279973015,414.1600148999132,414.1752539998852,414.1752539998852,416.17459420021623,416.17459420021623,416.1582201998681,98.98013379983604,98.98017589980736,416.1695364001207,416.17459420021623,416.17459420021623,417.17362570017576,417.17362570017576,417.1578780002892,stimuli/box_coin_transparent.png,99.97977809980512,99.97981989989057,417.15798550006,417.17362570017576,419.1739599001594,419.15723880007863,101.97913079988211,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
21,0,21,space,4.738483099732548,None,5,1.9088467000983655,None,101.98085370007902,k,0.3710131999105215,None,None,102.38052190002054,102.38075880007818,105.3809663997963,105.38100369973108,106.38070240011439,106.3807335998863,107.87934539979324,,,,,,,1,0,1,0,21,0,21,0,419.1739599001594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.98085370007902,419.1590145002119,419.1739599001594,419.1739599001594,419.1739599001594,419.1739599001594,419.5585910002701,k,0.3710131999105215,None,left,1,14,0,4,50,13,None,102.38052190002054,102.38075880007818,419.5589107000269,419.5740922000259,419.5740922000259,422.57459319988266,422.57459319988266,422.5590552003123,105.3809663997963,105.38100369973108,422.5672289999202,422.57459319988266,422.57459319988266,423.5744889001362,423.5744889001362,423.55880790017545,stimuli/box_empty_transparent.png,106.38070240011439,106.3807335998863,423.5588839002885,423.5744889001362,425.07416319986805,425.05745500000194,107.87934539979324,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
22,0,22,space,4.738483099732548,None,5,1.9088467000983655,None,107.88086330005899,j,0.416232000105083,None,None,108.31442009983584,108.3148281998001,109.8137078997679,109.81374590005726,110.82910319976509,110.82913379976526,112.82879599975422,,,,,,,1,0,1,0,22,0,22,0,425.07416319986805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.88086330005899,425.05902060028166,425.07416319986805,425.07416319986805,425.07416319986805,425.07416319986805,425.49247250007465,j,0.416232000105083,None,left,1,14,1,4,51,14,None,108.31442009983584,108.3148281998001,425.4929876001552,425.508091900032,425.508091900032,427.0084270001389,427.0084270001389,426.99179639993235,109.8137078997679,109.81374590005726,427.0028885998763,427.0084270001389,427.0084270001389,,,428.0072073000483,stimuli/box_coin_transparent.png,110.82910319976509,110.82913379976526,428.00728490017354,428.02341050002724,430.02369880024344,430.0069027999416,112.82879599975422,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
23,0,23,space,4.738483099732548,None,5,1.9088467000983655,None,112.83053210005164,j,0.4116130997426808,None,None,113.26315699983388,113.26348430011421,114.76392909977585,114.7639664998278,115.76386089995503,115.76389240007848,117.26370720006526,,,,,,,1,0,1,0,23,0,23,0,430.02369880024344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.83053210005164,430.00869360007346,430.02369880024344,430.02369880024344,430.02369880024344,430.02369880024344,430.4412189000286,j,0.4116130997426808,None,left,0,14,1,4,52,14,None,113.26315699983388,113.26348430011421,430.4416388999671,430.45688960002735,430.45688960002735,431.95725500024855,431.95725500024855,431.94201780017465,114.76392909977585,114.7639664998278,431.9503720998764,431.95725500024855,431.95725500024855,432.9570145001635,432.9570145001635,432.94196760002524,stimuli/box_empty_transparent.png,115.76386089995503,115.76389240007848,432.9420448001474,432.9570145001635,434.45778980012983,434.44181310012937,117.26370720006526,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
