thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
18,0,18,space,18.46848509972915,None,space,7.372537700459361,None,88.14948920020834,k,0.33936020033434033,None,None,88.51471369992942,88.51511469995603,92.02709240000695,92.02715039998293,93.04194189980626,93.04198849992827,95.05754599999636,,,,,,,1,0,1,0,18,0,18,0,521.2904924000613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.14948920020834,521.2777140000835,521.2904924000613,521.2904924000613,521.2904924000613,521.2904924000613,521.6427711998112,k,0.33936020033434033,None,right,1,12,10,3,50,10,None,88.51471369992942,88.51511469995603,521.6433191001415,521.6569505999796,521.6569505999796,525.1763243000023,525.1763243000023,525.1551803001203,92.02709240000695,92.02715039998293,525.1705024000257,525.1763243000023,525.1763243000023,526.1700590997934,stimuli/box_coin_transparent.png,93.04194189980626,93.04198849992827,526.170189499855,526.1860873000696,528.2017132998444,528.1856744997203,95.05754599999636,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
19,0,19,space,18.46848509972915,None,space,7.372537700459361,None,95.06005810014904,k,0.271756200119853,None,None,95.35874579986557,95.35914249997586,96.35682650003582,96.3568799002096,97.37162629980594,97.3716723001562,98.88774259993806,,,,,,,1,0,1,0,19,0,19,0,528.2017132998444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06005810014904,528.1882782997563,528.2017132998444,528.2017132998444,528.2017132998444,528.2017132998444,528.486804000102,k,0.271756200119853,None,right,0,12,10,3,51,10,None,95.35874579986557,95.35914249997586,528.487384499982,528.5014518001117,528.5014518001117,529.5060954997316,529.5060954997316,529.4849180001765,96.35682650003582,96.3568799002096,529.4992412999272,529.5060954997316,529.5060954997316,530.4997509000823,stimuli/box_empty_transparent.png,97.37162629980594,97.3716723001562,530.4998706998304,530.5160118001513,532.0319547997788,532.0158714000136,98.88774259993806,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
20,0,20,space,18.46848509972915,None,space,7.372537700459361,None,98.89029539981857,k,0.3171157999895513,None,None,99.23935250006616,99.23976230015978,101.25287419976667,101.2529294998385,102.26813649991527,102.26818419992924,104.283498799894,,,,,,,1,0,1,0,20,0,20,0,532.0319547997788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.89029539981857,532.0185213000514,532.0319547997788,532.0319547997788,532.0319547997788,532.0319547997788,532.3674086001702,k,0.3171157999895513,None,right,1,12,11,3,52,11,None,99.23935250006616,99.23976230015978,532.3679685997777,532.3817325001583,532.3817325001583,534.4051096998155,534.4051096998155,534.3809676999226,101.25287419976667,101.2529294998385,534.3985632997938,534.4051096998155,534.4051096998155,535.3962598997168,stimuli/box_coin_transparent.png,102.26813649991527,102.26818419992924,535.396384099964,535.4123148997314,537.4276393000036,537.4116277000867,104.283498799894,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
21,0,21,space,18.46848509972915,None,space,7.372537700459361,None,104.28637380013242,k,0.40757760033011436,None,None,104.7178906002082,104.71829099999741,107.73090049996972,107.73098010011017,108.74618439981714,108.74622979993,110.2620386001654,,,,,,,1,0,1,0,21,0,21,0,537.4276393000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.28637380013242,537.414595299866,537.4276393000036,537.4276393000036,537.4276393000036,537.4276393000036,537.8459455999546,k,0.40757760033011436,None,right,1,12,12,3,53,12,None,104.7178906002082,104.71829099999741,537.8464953000657,537.8607067000121,537.8607067000121,540.8830057997257,540.8830057997257,540.859000899829,107.73090049996972,107.73098010011017,540.8766156998463,540.8830057997257,540.8830057997257,541.8743088999763,stimuli/box_coin_transparent.png,108.74618439981714,108.74622979993,541.8744302997366,541.8903092001565,543.4064067001455,543.3901662998833,110.2620386001654,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
22,0,22,space,18.46848509972915,None,space,7.372537700459361,None,110.26449159998447,k,0.32841260032728314,None,None,110.61368829989806,110.61408329987898,112.11130920005962,112.11136480001733,113.1265511000529,113.12659539980814,115.14105639979243,,,,,,,1,0,1,0,22,0,22,0,543.4064067001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.26449159998447,543.3927115001716,543.4064067001455,543.4064067001455,543.4064067001455,543.4064067001455,543.7417461997829,k,0.32841260032728314,None,left,1,7,0,4,53,12,None,110.61368829989806,110.61408329987898,543.7423243001103,543.7559392000549,543.7559392000549,545.2604185999371,545.2604185999371,545.2393652000464,112.11130920005962,112.11136480001733,545.2536355000921,545.2604185999371,545.2604185999371,546.2546755000949,stimuli/box_empty_transparent.png,113.1265511000529,113.12659539980814,546.2547935000621,546.2703924998641,548.2856168998405,548.2691879998893,115.14105639979243,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
23,0,23,space,18.46848509972915,None,space,7.372537700459361,None,115.1441445001401,k,0.3187405001372099,None,None,115.49269910017028,115.49309770017862,116.99078249977902,116.9908357001841,118.0057386001572,118.00578369991854,119.52126129996032,,,,,,,1,0,1,0,23,0,23,0,548.2856168998405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1441445001401,548.2723647998646,548.2856168998405,548.2856168998405,548.2856168998405,548.2856168998405,548.6207570000552,k,0.3187405001372099,None,left,1,7,0,4,53,12,None,115.49269910017028,115.49309770017862,548.6213026000187,548.6354676000774,548.6354676000774,550.1399362999946,550.1399362999946,550.1188777000643,116.99078249977902,116.9908357001841,550.1330754999071,550.1399362999946,550.1399362999946,551.1338638998568,stimuli/box_empty_transparent.png,118.0057386001572,118.00578369991854,551.1340030999854,551.1497420999222,552.6656025997363,552.6493894997984,119.52126129996032,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
24,0,24,space,18.46848509972915,None,space,7.372537700459361,None,119.52382119977847,k,0.29633500007912517,None,None,119.83933660015464,119.83973649982363,121.85289129987359,121.85294449981302,122.86848569987342,122.86853130022064,124.38397860014811,,,,,,,1,0,1,0,24,0,24,0,552.6656025997363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.52382119977847,552.652045799885,552.6656025997363,552.6656025997363,552.6656025997363,552.6656025997363,552.9673946001567,k,0.29633500007912517,None,left,1,7,0,4,53,12,None,119.83933660015464,119.83973649982363,552.9679409000091,552.9820018000901,552.9820018000901,555.0020097000524,555.0020097000524,554.9809912997298,121.85289129987359,121.85294449981302,554.9953679000027,555.0020097000524,555.0020097000524,555.9966103001498,stimuli/box_empty_transparent.png,122.86848569987342,122.86853130022064,555.9967324999161,556.0124109000899,557.5284329997376,557.5121053997427,124.38397860014811,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
25,0,25,space,18.46848509972915,None,space,7.372537700459361,None,124.38651139987633,k,0.2876515998505056,None,None,124.70212659984827,124.70253580017015,125.7002044999972,125.70025879982859,126.71531709982082,126.71536190016195,130.22947960020974,,,,,,,1,0,1,0,25,0,25,0,557.5284329997376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.38651139987633,557.5147326998413,557.5284329997376,557.5284329997376,557.5284329997376,557.5284329997376,557.8301801001653,k,0.2876515998505056,None,left,1,7,0,4,53,12,None,124.70212659984827,124.70253580017015,557.8307404997759,557.844762600027,557.844762600027,558.848966000136,558.848966000136,558.8283011000603,125.7002044999972,125.70025879982859,558.8425416997634,558.848966000136,558.848966000136,559.843441199977,stimuli/box_empty_transparent.png,126.71531709982082,126.71536190016195,559.8435595999472,559.8594971997663,563.3735760999843,563.3576070000418,130.22947960020974,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
26,0,26,space,18.46848509972915,None,space,7.372537700459361,None,130.23203499987721,j,0.31571950018405914,None,None,130.56436759978533,130.564872500021,131.0623709000647,131.06242690002546,132.07740180008113,132.07744729984552,135.59105319995433,,,,,,,1,0,1,0,26,0,26,0,563.3735760999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.23203499987721,563.360289500095,563.3735760999843,563.3735760999843,563.3735760999843,563.3735760999843,563.6924165999517,j,0.31571950018405914,None,left,1,7,1,4,54,13,None,130.56436759978533,130.564872500021,563.6930802999996,563.706848999951,563.706848999951,564.2147611998953,564.2147611998953,564.190463299863,131.0623709000647,131.06242690002546,564.2080843998119,564.2147611998953,564.2147611998953,565.2055270997807,stimuli/box_coin_transparent.png,132.07740180008113,132.07744729984552,565.2056454000995,565.2216511000879,568.73572649993,568.7191928997636,135.59105319995433,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
27,0,27,space,18.46848509972915,None,space,7.372537700459361,None,135.59263319987804,j,0.31947079999372363,None,None,135.94305340014398,135.94352319976315,137.4568187999539,137.45687340013683,138.45668789977208,138.4567304002121,139.47138000000268,,,,,,,1,0,1,0,27,0,27,0,568.73572649993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.59263319987804,568.720833899919,568.73572649993,568.73572649993,568.73572649993,568.73572649993,569.0711081000045,j,0.31947079999372363,None,left,1,7,2,4,55,14,None,135.94305340014398,135.94352319976315,569.0717337001115,569.0856586997397,569.0856586997397,570.6012790999375,570.6012790999375,570.5849158000201,137.4568187999539,137.45687340013683,570.5955302999355,570.6012790999375,570.6012790999375,571.5848117000423,stimuli/box_coin_transparent.png,138.45668789977208,138.4567304002121,571.5849576001056,571.6000167001039,572.6159443999641,572.5995176997967,139.47138000000268,571.6000167001039,571.6000167001039,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
28,0,28,space,18.46848509972915,None,space,7.372537700459361,None,139.4730887999758,j,0.3886664998717606,None,None,139.88887620018795,139.88917940016836,140.8875071001239,140.88754349993542,141.90295339981094,141.9029832999222,145.41692540002987,,,,,,,1,0,1,0,28,0,28,0,572.6159443999641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4730887999758,572.601292300038,572.6159443999641,572.6159443999641,572.6159443999641,572.6159443999641,573.0169704998843,j,0.3886664998717606,None,left,1,7,3,4,56,15,None,139.88887620018795,139.88917940016836,573.0173701001331,573.0322859999724,573.0322859999724,574.0324252997525,574.0324252997525,574.0156219000928,140.8875071001239,140.88754349993542,574.0268592000939,574.0324252997525,574.0324252997525,575.0310880001634,stimuli/box_coin_transparent.png,141.90295339981094,141.9029832999222,575.031165999826,575.0469752000645,578.561440099962,578.5450619999319,145.41692540002987,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
29,0,29,space,18.46848509972915,None,space,7.372537700459361,None,145.41844840021804,j,0.289400199893862,None,None,145.73463460011408,145.73492639977485,147.74879539990798,147.74883090006188,148.76409289985895,148.7641229000874,149.76363039994612,,,,,,,1,0,1,0,29,0,29,0,578.561440099962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.41844840021804,578.5466424999759,578.561440099962,578.561440099962,578.561440099962,578.561440099962,578.86273110006,j,0.289400199893862,None,left,1,7,4,4,57,16,None,145.73463460011408,145.73492639977485,578.8631132999435,578.8778413999826,578.8778413999826,580.8933544000611,580.8933544000611,580.8769144997932,147.74879539990798,147.74883090006188,580.8874957999215,580.8933544000611,580.8933544000611,581.8922290001065,stimuli/box_coin_transparent.png,148.76409289985895,148.7641229000874,581.8923074998893,581.9081958997995,582.9080528998747,582.8917713998817,149.76363039994612,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
30,0,30,space,18.46848509972915,None,space,7.372537700459361,None,149.7651252998039,j,0.9562793001532555,None,None,150.7466954998672,150.74698729999363,151.76202599983662,151.76206149999052,152.77768039982766,152.7777081998065,153.77688750019297,,,,,,,1,0,1,0,30,0,30,0,582.9080528998747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7651252998039,582.8933240999468,582.9080528998747,582.9080528998747,582.9080528998747,582.9080528998747,583.8747934000567,j,0.9562793001532555,None,left,0,7,4,4,58,16,None,150.7466954998672,150.74698729999363,583.8751734001562,583.8914177999832,583.8914177999832,584.9325103997253,584.9325103997253,584.890140300151,151.76202599983662,151.76206149999052,584.9262024997734,584.9325103997253,584.9325103997253,585.9058173000813,stimuli/box_empty_transparent.png,152.77768039982766,152.7777081998065,585.9058897998184,585.9215828999877,586.9213805999607,586.905018299818,153.77688750019297,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
31,0,31,space,18.46848509972915,None,space,7.372537700459361,None,153.77801539981738,j,0.6409720000810921,None,None,154.44362650020048,154.44384359987453,157.45745049975812,157.4574779001996,158.47272220021114,158.4727448998019,160.9876699000597,,,,,,,1,0,1,0,31,0,31,0,586.9213805999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.77801539981738,586.9061996997334,586.9213805999607,586.9213805999607,586.9213805999607,586.9213805999607,587.5717420000583,j,0.6409720000810921,None,left,0,7,4,4,59,16,None,154.44362650020048,154.44384359987453,587.5720223998651,587.5872240997851,587.5872240997851,590.6021142997779,590.6021142997779,590.5855743000284,157.45745049975812,157.4574779001996,590.591582799796,590.6021142997779,590.6021142997779,591.6008632001467,stimuli/box_empty_transparent.png,158.47272220021114,158.4727448998019,591.6009202999994,591.6168806999922,594.1321442001499,594.1158104999922,160.9876699000597,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
32,0,32,space,18.46848509972915,None,space,7.372537700459361,None,160.988770800177,k,0.3297140998765826,None,None,161.3378162998706,161.33802150003612,162.33682239986956,162.3368486999534,163.35233190003783,163.35235479986295,164.3515240000561,,,,,,,1,0,1,0,32,0,32,0,594.1321442001499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.988770800177,594.1169632999226,594.1321442001499,594.1321442001499,594.1321442001499,594.1321442001499,594.4659302001819,k,0.3297140998765826,None,left,0,7,4,4,59,16,None,161.3378162998706,161.33802150003612,594.4661992001347,594.4815870998427,594.4815870998427,595.4818358998746,595.4818358998746,595.464950799942,162.33682239986956,162.3368486999534,595.4708408997394,595.4818358998746,595.4818358998746,596.4804732999764,stimuli/box_empty_transparent.png,163.35233190003783,163.35235479986295,596.4805303001776,596.4966279999353,597.4960444997996,597.479666300118,164.3515240000561,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
33,0,33,space,18.46848509972915,None,space,7.372537700459361,None,164.35259519983083,j,0.6051380001008511,None,None,164.98522550007328,164.98548009991646,166.99962599994615,166.9996544001624,168.0152039998211,168.01522869989276,169.5147685999982,,,,,,,1,0,1,0,33,0,33,0,597.4960444997996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.35259519983083,597.4807885000482,597.4960444997996,597.4960444997996,597.4960444997996,597.4960444997996,598.1133360001259,j,0.6051380001008511,None,left,1,7,5,4,60,17,None,164.98522550007328,164.98548009991646,598.1136639001779,598.1289321999066,598.1289321999066,600.1485315999016,600.1485315999016,600.1277521001175,166.99962599994615,166.9996544001624,600.1428729998879,600.1485315999016,600.1485315999016,601.1433434998617,stimuli/box_coin_transparent.png,168.0152039998211,168.01522869989276,601.1434054998681,601.1594748999923,602.6590812001377,602.6428966997191,169.5147685999982,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
34,0,34,space,18.46848509972915,None,space,7.372537700459361,None,169.51730989990756,j,0.3122910000383854,None,None,169.8485070997849,169.84883019980043,172.86255639977753,172.86261110007763,173.8778352998197,173.8778804000467,176.3921715999022,,,,,,,1,0,1,0,34,0,34,0,602.6590812001377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.51730989990756,602.645533700008,602.6590812001377,602.6590812001377,602.6590812001377,602.6590812001377,602.9766033999622,j,0.3122910000383854,None,left,0,7,5,4,61,17,None,169.8485070997849,169.84883019980043,602.97701889975,602.9920036997646,602.9920036997646,606.0116051998921,606.0116051998921,605.9906526999548,172.86255639977753,172.86261110007763,606.0045817000791,606.0116051998921,606.0116051998921,607.0059601999819,stimuli/box_empty_transparent.png,173.8778352998197,173.8778804000467,607.0060785999522,607.021606199909,609.5366565999575,609.5203102999367,176.3921715999022,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
35,0,35,space,18.46848509972915,None,space,7.372537700459361,None,176.39363230019808,j,0.3565655001439154,None,None,176.7775020999834,176.77799399988726,178.2916804999113,178.29173430008814,179.3066664999351,179.30671120015904,180.30613090004772,,,,,,,1,0,1,0,35,0,35,0,609.5366565999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.39363230019808,609.5218251999468,609.5366565999575,609.5366565999575,609.5366565999575,609.5366565999575,609.9055592999794,j,0.3565655001439154,None,left,1,7,6,4,62,18,None,176.7775020999834,176.77799399988726,609.9062020997517,609.9199644001201,609.9199644001201,611.4442211999558,611.4442211999558,611.4197772000916,178.2916804999113,178.29173430008814,611.4373139999807,611.4442211999558,611.4442211999558,612.4347914997488,stimuli/box_coin_transparent.png,179.3066664999351,179.30671120015904,612.4349126000889,612.4508941997774,613.4504174999893,613.4342547999695,180.30613090004772,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
36,0,36,space,18.46848509972915,None,space,7.372537700459361,None,180.30918919993564,j,0.47634009970352054,None,None,180.80747570004314,180.80793360015377,182.32161949994043,182.32167410012335,183.33641189988703,183.33644239977002,186.85089879995212,,,,,,,1,0,1,0,36,0,36,0,613.4504174999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.30918919993564,613.437415999826,613.4504174999893,613.4504174999893,613.4504174999893,613.4504174999893,613.9355334001593,j,0.47634009970352054,None,left,0,7,6,4,63,18,None,180.80747570004314,180.80793360015377,613.9361402001232,613.9501120001078,613.9501120001078,615.4706641999073,615.4706641999073,615.4497138001025,182.32161949994043,182.32167410012335,615.4638120001182,615.4706641999073,615.4706641999073,616.4645472001284,stimuli/box_empty_transparent.png,183.33641189988703,183.33644239977002,616.4646244999021,616.4806313998997,619.9951949999668,619.9790260000154,186.85089879995212,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
37,0,37,space,18.46848509972915,None,space,7.372537700459361,None,186.85340290004387,j,0.49993279995396733,None,None,187.38476319983602,187.3851999999024,189.3994326000102,189.39949289988726,190.41467070020735,190.41475080000237,191.4301264998503,,,,,,,1,0,1,0,37,0,37,0,619.9951949999668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.85340290004387,619.981624700129,619.9951949999668,619.9951949999668,619.9951949999668,619.9951949999668,620.5128258997574,j,0.49993279995396733,None,left,1,7,7,4,64,19,None,187.38476319983602,187.3851999999024,620.513405200094,620.5279195001349,620.5279195001349,622.552760399878,622.552760399878,622.5275212000124,189.3994326000102,189.39949289988726,622.5460871001706,622.552760399878,622.552760399878,623.542794500012,stimuli/box_coin_transparent.png,190.41467070020735,190.41475080000237,623.5429508001544,623.5586886997335,624.5747321001254,624.5582670997828,191.4301264998503,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
38,0,38,space,18.46848509972915,None,space,7.372537700459361,None,191.4315967001021,j,0.9056584001518786,None,None,192.364090600051,192.36441250005737,193.3787887999788,193.3788235001266,194.378479400184,194.37852369993925,195.89338220003992,,,,,,,1,0,1,0,38,0,38,0,624.5747321001254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4315967001021,624.5597957000136,624.5747321001254,624.5747321001254,624.5747321001254,624.5747321001254,625.4921872997656,j,0.9056584001518786,None,right,1,11,0,5,64,19,None,192.364090600051,192.36441250005737,625.4926001001149,625.5074244998395,625.5074244998395,626.5233177999035,626.5233177999035,626.5069094998762,193.3787887999788,193.3788235001266,626.515790599864,626.5233177999035,626.5233177999035,627.5066026998684,stimuli/box_empty_transparent.png,194.378479400184,194.37852369993925,627.5067205997184,627.5219517997466,629.0383279998787,629.0215142997913,195.89338220003992,627.5219517997466,627.5219517997466,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
39,0,39,space,18.46848509972915,None,space,7.372537700459361,None,195.895756599959,j,0.2850473001599312,None,None,196.2114511001855,196.21190749993548,197.21005900017917,197.21011340012774,198.2250366997905,198.2250832999125,199.22447929996997,,,,,,,1,0,1,0,39,0,39,0,629.0383279998787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.895756599959,629.0239705001004,629.0383279998787,629.0383279998787,629.0383279998787,629.0383279998787,629.3395036999136,j,0.2850473001599312,None,right,1,11,0,5,64,19,None,196.2114511001855,196.21190749993548,629.3401224999689,629.3544036997482,629.3544036997482,630.3596835997887,630.3596835997887,630.3381555001251,197.21005900017917,197.21011340012774,630.3524079998024,630.3596835997887,630.3596835997887,631.353162100073,stimuli/box_empty_transparent.png,198.2250366997905,198.2250832999125,631.3532859999686,631.3691882998683,632.368596599903,632.3526050997898,199.22447929996997,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
40,0,40,space,18.46848509972915,None,space,7.372537700459361,None,199.2271214001812,j,0.308950699865818,None,None,199.55927969980985,199.5597351999022,201.05709460005164,201.0571520999074,202.07187640015036,202.07192429993302,203.07146260002628,,,,,,,1,0,1,0,40,0,40,0,632.368596599903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2271214001812,632.3553464999422,632.368596599903,632.368596599903,632.368596599903,632.368596599903,632.6873339000158,j,0.308950699865818,None,right,1,11,0,5,64,19,None,199.55927969980985,199.5597351999022,632.6879413998686,632.7017334997654,632.7017334997654,634.2067352999002,634.2067352999002,634.185173700098,201.05709460005164,201.0571520999074,634.1996542997658,634.2067352999002,634.2067352999002,635.1999992998317,stimuli/box_empty_transparent.png,202.07187640015036,202.07192429993302,635.2001243997365,635.21605299972,636.2156452001072,636.1995878997259,203.07146260002628,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
41,0,41,space,18.46848509972915,None,space,7.372537700459361,None,203.0739640998654,k,0.6620895001105964,None,['k'],203.75614539999515,203.75656419992447,204.7535063000396,204.7535566999577,205.7688390999101,205.76888869982213,208.78346509998664,[0.2503126999363303],[0.19053479982540011],,,,,1,0,1,0,41,0,41,0,636.2156452001072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0739640998654,636.2021822999232,636.2156452001072,636.2156452001072,636.2156452001072,636.2156452001072,636.8841499001719,k,0.6620895001105964,None,right,1,11,1,5,65,20,['k'],203.75614539999515,203.75656419992447,636.8847697000019,636.8984588999301,636.8984588999301,637.9063554997556,637.9063554997556,637.8816104000434,204.7535063000396,204.7535566999577,637.8997082998976,637.9063554997556,637.9063554997556,638.8969594999216,stimuli/box_coin_transparent.png,205.7688390999101,205.76888869982213,638.8970833001658,638.9129805997945,641.9276573001407,641.9115904998034,208.78346509998664,,,,,,,,,,[0.2503126999363303],[0.19053479982540011],,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
