thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,space,21.196120899985544,None,5,0.7696290999883786,None,45.26491700008046,j,0.2984961000038311,None,None,45.581209400086664,45.58143530006055,47.09594710008241,47.09599420009181,48.0952139000874,48.095256700064056,50.10990240005776,,,,,,,0,0,0,0,9,0,9,0,164.72394610010087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.26491700008046,164.70840320002753,164.72394610010087,164.72394610010087,164.72394610010087,164.72394610010087,165.02459630009253,j,0.2984961000038311,None,right,0,8,4,0,6,4,None,45.581209400086664,45.58143530006055,165.0249009000836,165.04045850003604,165.04045850003604,166.5556611000793,166.5556611000793,166.5393369999947,47.09594710008241,47.09599420009181,166.54517769999802,166.5556611000793,166.5556611000793,167.53863030008506,stimuli/box_empty_transparent.png,48.0952139000874,48.095256700064056,167.53872350009624,167.55434450006578,169.56958380003925,169.5533178000478,50.10990240005776,167.55434450006578,167.55434450006578,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
10,0,10,space,21.196120899985544,None,5,0.7696290999883786,None,50.11110030009877,j,0.32612939993850887,None,None,50.4609960000962,50.461204300052486,51.97564650001004,51.97569490002934,52.99091610009782,52.99095930007752,53.990396900102496,,,,,,,0,0,0,0,10,0,10,0,169.56958380003925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.11110030009877,169.55457050004043,169.56958380003925,169.56958380003925,169.56958380003925,169.56958380003925,169.90439710009377,j,0.32612939993850887,None,right,0,8,4,0,6,4,None,50.4609960000962,50.461204300052486,169.90466910006944,169.92035220004618,169.92035220004618,171.43617730005644,171.43617730005644,171.41903900005855,51.97564650001004,51.97569490002934,171.42502870003227,171.43617730005644,171.43617730005644,172.43433150008786,stimuli/box_empty_transparent.png,52.99091610009782,52.99095930007752,172.43444430001546,172.45065010001417,173.44992080004886,173.43382110004313,53.990396900102496,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
11,0,11,space,21.196120899985544,None,5,0.7696290999883786,None,53.99153210001532,k,0.49568010005168617,None,None,54.50740860006772,54.507657000096515,56.521758700022474,56.52178670000285,57.537168200011365,57.53719490009826,59.05261550005525,,,,,,,0,0,0,0,11,0,11,0,173.44992080004886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.99153210001532,173.43500250007492,173.44992080004886,173.44992080004886,173.44992080004886,173.44992080004886,173.95079060003627,k,0.49568010005168617,None,right,1,8,5,0,7,5,None,54.50740860006772,54.507657000096515,173.9511318000732,173.9664049000712,173.9664049000712,175.98192640009802,175.98192640009802,175.96517840004526,56.521758700022474,56.52178670000285,175.9718237000052,175.98192640009802,175.98192640009802,176.9805961000966,stimuli/box_coin_transparent.png,57.537168200011365,57.53719490009826,176.9806607000064,176.9967799000442,178.5125930000795,178.49604890006594,59.05261550005525,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
12,0,12,space,21.196120899985544,None,5,0.7696290999883786,None,59.053641400067136,k,0.4991200000513345,None,None,59.57025520002935,59.57044770009816,60.58534520003013,60.585401999996975,61.584432500065304,61.58445840002969,64.59824550000485,,,,,,,0,0,0,0,12,0,12,0,178.5125930000795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.053641400067136,178.49710989999585,178.5125930000795,178.5125930000795,178.5125930000795,178.5125930000795,179.0136421000352,k,0.4991200000513345,None,right,1,8,6,0,8,6,None,59.57025520002935,59.57044770009816,179.01391530002002,179.02909260010347,179.02909260010347,180.04483920009807,180.04483920009807,180.02871900005266,60.58534520003013,60.585401999996975,180.03554270009045,180.04483920009807,180.04483920009807,181.02785650000442,stimuli/box_coin_transparent.png,61.584432500065304,61.58445840002969,181.02792290004436,181.04362480004784,184.05819520005025,184.04166750004515,64.59824550000485,181.04362480004784,181.04362480004784,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
13,0,13,space,21.196120899985544,None,5,0.7696290999883786,None,64.5993615000043,k,0.2756501999683678,None,None,64.89924310008064,64.89945650007576,65.39812470006291,65.39815350004937,66.41339930007234,66.41344860009849,68.42859340005089,,,,,,,0,0,0,0,13,0,13,0,184.05819520005025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5993615000043,184.04283290007152,184.05819520005025,184.05819520005025,184.05819520005025,184.05819520005025,184.3426204000134,k,0.2756501999683678,None,right,1,8,7,0,9,7,None,64.89924310008064,64.89945650007576,184.34292860003188,184.35781820002012,184.35781820002012,184.85843830008525,184.85843830008525,184.84154080005828,65.39812470006291,65.39815350004937,184.84826630004682,184.85843830008525,184.85843830008525,185.85680910001975,stimuli/box_coin_transparent.png,66.41339930007234,66.41344860009849,185.85693590005394,185.87317960010841,187.88886580010876,187.87201700010337,68.42859340005089,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
14,0,14,space,21.196120899985544,None,5,0.7696290999883786,None,68.42985120008234,k,0.2979952999157831,None,None,68.74641700007487,68.74659810005687,70.26080820010975,70.26085380010772,71.27623010007665,71.27628040011041,72.29212280001957,,,,,,,0,0,0,0,14,0,14,0,187.88886580010876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42985120008234,187.87332180002704,187.88886580010876,187.88886580010876,187.88886580010876,187.88886580010876,188.18977900000755,k,0.2979952999157831,None,right,1,8,8,0,10,8,None,68.74641700007487,68.74659810005687,188.19006120006088,188.20537270000204,188.20537270000204,189.72072070010472,189.72072070010472,189.70420530007686,70.26080820010975,70.26085380010772,189.71106150001287,189.72072070010472,189.72072070010472,190.71963970002253,stimuli/box_coin_transparent.png,71.27623010007665,71.27628040011041,190.7197725001024,190.73614809999708,191.75238400010858,191.73554440005682,72.29212280001957,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
15,0,15,space,21.196120899985544,None,5,0.7696290999883786,None,72.2932477000868,k,0.41918229998555034,None,None,72.74262350006029,72.74281409999821,73.74162080010865,73.74164940009359,74.75683020008728,74.75688060000539,76.7721470000688,,,,,,,0,0,0,0,15,0,15,0,191.75238400010858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2932477000868,191.7367201000452,191.75238400010858,191.75238400010858,191.75238400010858,191.75238400010858,192.18601330008823,k,0.41918229998555034,None,left,1,7,0,1,10,8,None,72.74262350006029,72.74281409999821,192.18628110003192,192.20185110007878,192.20185110007878,193.20140120002907,193.20140120002907,193.18503920000512,73.74162080010865,73.74164940009359,193.1905570999952,193.20140120002907,193.20140120002907,194.20024040003773,stimuli/box_empty_transparent.png,74.75683020008728,74.75688060000539,194.2003678000765,194.216561700101,196.23161590006202,196.21557870006654,76.7721470000688,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
16,0,16,space,21.196120899985544,None,5,0.7696290999883786,None,76.77325560001191,j,0.29655389999970794,None,None,77.08956310001668,77.08977560000494,79.10385930002667,79.10390550002921,80.11898650007788,80.11901150003541,81.11893220001366,,,,,,,0,0,0,0,16,0,16,0,196.23161590006202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.77325560001191,196.21672530006617,196.23161590006202,196.23161590006202,196.23161590006202,196.23161590006202,196.53295800008345,j,0.29655389999970794,None,left,1,7,1,1,11,9,None,77.08956310001668,77.08977560000494,196.53324110002723,196.5483430000022,196.5483430000022,198.56386130000465,198.56386130000465,198.54725570010487,79.10385930002667,79.10390550002921,198.55422120005824,198.56386130000465,198.56386130000465,199.56241450004745,stimuli/box_coin_transparent.png,80.11898650007788,80.11901150003541,199.5624767000554,199.5789167000912,200.57854150002822,200.56235190003645,81.11893220001366,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
17,0,17,space,21.196120899985544,None,5,0.7696290999883786,None,81.12054540007375,j,0.394418100011535,None,None,81.535871900036,81.53608910006005,82.53455219999887,82.53458269999828,83.54965000005905,83.54967580002267,84.54914230003487,,,,,,,0,0,0,0,17,0,17,0,200.57854150002822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.12054540007375,200.56401360000018,200.57854150002822,200.57854150002822,200.57854150002822,200.57854150002822,200.97926280007232,j,0.394418100011535,None,left,1,7,2,1,12,10,None,81.535871900036,81.53608910006005,200.9795570001006,200.9946265000617,200.9946265000617,201.9944250000408,201.9944250000408,201.97796570009086,82.53455219999887,82.53458269999828,201.98465870006476,201.9944250000408,201.9944250000408,202.99307770002633,stimuli/box_coin_transparent.png,83.54965000005905,83.54967580002267,202.99314190004952,203.00935050006956,204.0091575999977,203.99257620004937,84.54914230003487,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
18,0,18,space,21.196120899985544,None,5,0.7696290999883786,None,84.55016950005665,j,0.2388946000719443,None,None,84.81630850001238,84.8165519000031,88.32973460003268,88.32976490003057,89.34519930009264,89.34525150002446,91.360237600049,,,,,,,0,0,0,0,18,0,18,0,204.0091575999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.55016950005665,203.9936390001094,204.0091575999977,204.0091575999977,204.0091575999977,204.0091575999977,204.2596958000213,j,0.2388946000719443,None,left,1,7,3,1,13,11,None,84.81630850001238,84.8165519000031,204.26004500000272,204.27569290006068,204.27569290006068,207.78988739999477,207.78988739999477,207.77315250004176,88.32973460003268,88.32976490003057,207.77991660009138,207.78988739999477,207.78988739999477,208.7886082000332,stimuli/box_coin_transparent.png,89.34519930009264,89.34525150002446,208.78874570003245,208.80466340004932,210.82026680000126,210.80366000009235,91.360237600049,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
19,0,19,space,21.196120899985544,None,5,0.7696290999883786,None,91.36132980010007,j,0.278271000017412,None,None,91.66090430004988,91.66111440001987,92.65989350003656,92.65992300002836,93.67517689999659,93.67522070009727,95.19078870001249,,,,,,,0,0,0,0,19,0,19,0,210.82026680000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.36132980010007,210.80479990004096,210.82026680000126,210.82026680000126,210.82026680000126,210.82026680000126,211.10429859999567,j,0.278271000017412,None,left,0,7,3,1,14,11,None,91.66090430004988,91.66111440001987,211.10457970004063,211.11955790000502,211.11955790000502,212.11943390010856,212.11943390010856,212.10330930002965,92.65989350003656,92.65992300002836,212.10888700000942,212.11943390010856,212.11943390010856,213.1185919001,stimuli/box_empty_transparent.png,93.67517689999659,93.67522070009727,213.11870740004815,213.13483460003044,214.65055970009416,214.6342223000247,95.19078870001249,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
20,0,20,space,21.196120899985544,None,5,0.7696290999883786,None,95.19185170007404,k,0.2746467998949811,None,None,95.49133650003932,95.49152720009442,97.50586370006204,97.50591040006839,98.52128910005558,98.52132670010906,100.53638629999477,,,,,,,0,0,0,0,20,0,20,0,214.65055970009416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.19185170007404,214.63532150001265,214.65055970009416,214.65055970009416,214.65055970009416,214.65055970009416,214.9347293000901,k,0.2746467998949811,None,left,0,7,3,1,14,11,None,95.49133650003932,95.49152720009442,214.93499690003227,214.95044210006017,214.95044210006017,216.9661863000365,216.9661863000365,216.9492612000322,97.50586370006204,97.50591040006839,216.9549682000652,216.9661863000365,216.9661863000365,217.96469900000375,stimuli/box_empty_transparent.png,98.52128910005558,98.52132670010906,217.9648046999937,217.98072840005625,219.99621910008136,219.979819900007,100.53638629999477,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
